price,charges,surface,disposition,address,district
24000,6000,50,DISP_2_KK,"Bukačova, Praha - Vysočany",Praha-Vysočany
22000,4000,53,DISP_2_1,"Hartigova, Praha - Žižkov",Praha-Žižkov
14500,4100,24,DISP_1_KK,"Freyova, Praha - Vysočany",Praha-Vysočany
24500,3450,45,DISP_2_KK,"Sokolovská, Praha - Karlín",Praha-Karlín
19990,0,54,DISP_2_KK,"Kafkova, Praha - Dejvice",Praha-Dejvice
37581,6632,23,UNDEFINED,"Plzeňská, Praha - Smíchov",Praha-Smíchov
19999,3000,21,DISP_1_KK,"Bělehradská, Praha - Vinohrady",Praha-Vinohrady
47000,5000,108,DISP_2_KK,"Křižíkova, Praha - Karlín",Praha-Karlín
27500,3500,59,DISP_3_KK,"V Dolině, Praha - Michle",Praha-Michle
43000,9000,85,DISP_3_KK,"Učňovská, Praha - Hrdlořezy",Praha-Hrdlořezy
26000,4900,70,DISP_2_KK,"Mezi Vodami, Praha - Modřany",Praha-Modřany
30000,4200,60,DISP_2_KK,"Nezamyslova, Praha - Nusle",Praha-Nusle
28000,8000,84,DISP_3_KK,"Žichlínská, Praha - Újezd nad Lesy",Praha-Újezd nad Lesy
35500,7500,88,DISP_3_KK,"Kladenská, Praha - Dejvice",Praha-Dejvice
14490,0,46,DISP_1_KK,"Mimoňská, Praha - Prosek",Praha-Prosek
23500,5300,65,DISP_3_KK,"Vejvanovského, Praha - Chodov",Praha-Chodov
16500,4900,36,DISP_1_KK,"Kryšpínova, Praha - Dolní Měcholupy",Praha-Dolní Měcholupy
23000,5346,57,DISP_2_KK,"Štěchovická, Praha - Strašnice",Praha-Strašnice
24500,3500,56,DISP_2_KK,"Zelená, Praha - Bubeneč",Praha-Bubeneč
14800,2000,19,DISP_1_KK,"Na Ostrůvku, Praha - Nusle",Praha-Nusle
15900,4500,37,DISP_1_KK,"Padovská, Praha - Horní Měcholupy",Praha-Horní Měcholupy
34000,4200,57,DISP_2_KK,"Novovysočanská, Praha - Vysočany",Praha-Vysočany
33120,5845,50,UNDEFINED,"Spojovací, Praha - Vysočany",Praha-Vysočany
16000,5000,33,DISP_1_KK,"Šífařská, Praha - Hodkovičky",Praha-Hodkovičky
35159,6204,24,UNDEFINED,"Sokolská, Praha - Nové Město",Praha-Nové Město
30990,0,59,DISP_2_KK,"Sokolova, Praha - Karlín",Praha-Karlín
65824,11616,63,UNDEFINED,"Vrbenského, Praha - Holešovice",Praha-Holešovice
16000,5000,38,DISP_1_KK,"V Osikách, Praha - Dolní Měcholupy",Praha-Dolní Měcholupy
12000,0,82,DISP_3_1,"Ciolkovského, Praha - Ruzyně",Praha-Ruzyně
23000,5500,59,DISP_2_KK,"Svitákova, Praha - Stodůlky",Praha-Stodůlky
33000,5500,60,DISP_3_KK,"Paťanka, Praha - Dejvice",Praha-Dejvice
54447,9608,50,UNDEFINED,"Rostovská, Praha - Vršovice",Praha-Vršovice
20800,6500,60,DISP_2_KK,"Bulharská, Praha - Vršovice",Praha-Vršovice
63793,11257,49,UNDEFINED,"Chodská, Praha - Vinohrady",Praha-Vinohrady
16490,0,30,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
37477,6614,53,UNDEFINED,"Budečská, Praha - Vinohrady",Praha-Vinohrady
28000,4000,45,DISP_2_KK,"Rejskova, Praha - Vinohrady",Praha-Vinohrady
22990,0,55,DISP_3_KK,"náměstí Hrdinů, Praha - Nusle",Praha-Nusle
129677,60763,80,UNDEFINED,"Zapova, Praha - Smíchov",Praha-Smíchov
30863,5446,43,UNDEFINED,"Zbraslavská, Praha - Malá Chuchle",Praha-Malá Chuchle
18000,5000,42,DISP_2_KK,"Klapkova, Praha - Kobylisy",Praha-Kobylisy
22500,1500,53,DISP_2_1,"Krátká, Praha - Vinohrady",Praha-Vinohrady
21354,3768,65,UNDEFINED,"Plajnerova, Praha - Čakovice",Praha-Čakovice
41497,7323,27,UNDEFINED,"Perucká, Praha - Vinohrady",Praha-Vinohrady
20000,4200,34,DISP_1_KK,"Bukačova, Praha - Vysočany",Praha-Vysočany
37174,6560,74,UNDEFINED,"Prosecka, Praha - Libeň",Praha-Libeň
16795,2964,297,UNDEFINED,"Lublaňská, Praha - Vinohrady",Praha-Vinohrady
21700,1301,38,DISP_2_KK,"Slezská, Praha - Vinohrady",Praha-Vinohrady
24900,5066,40,DISP_1_1,"Umělecká, Praha - Holešovice",Praha-Holešovice
23990,0,68,DISP_3_1,"Šiškova, Praha - Kobylisy",Praha-Kobylisy
15000,2850,38,DISP_1_1,"Kotevní, Praha - Smíchov",Praha-Smíchov
25000,6000,53,DISP_2_KK,"Makedonská, Praha - Střížkov",Praha-Střížkov
21490,0,55,DISP_2_1,"Arabská, Praha - Vokovice",Praha-Vokovice
30000,5000,76,DISP_3_1,"Budějovická, Praha - Krč",Praha-Krč
19900,2250,40,DISP_1_1,"Soudní, Praha - Nusle",Praha-Nusle
28851,5091,37,UNDEFINED,"U Parního mlýna, Praha - Holešovice",Praha-Holešovice
26000,4000,70,DISP_2_KK,"Brožíkova, Praha - Košíře",Praha-Košíře
31127,0,54,DISP_2_1,"Svatoslavova, Praha - Nusle",Praha-Nusle
23400,5600,58,DISP_2_KK,"Na Veselí, Praha - Nusle",Praha-Nusle
18000,4600,43,DISP_2_1,"Vršovická, Praha - Vršovice",Praha-Vršovice
58355,10298,56,UNDEFINED,"Nekvasilova, Praha - Karlín",Praha-Karlín
27000,4200,46,DISP_2_KK,"U Komína, Praha - Radlice",Praha-Radlice
89390,15775,70,UNDEFINED,"Heřmanova, Praha - Holešovice",Praha-Holešovice
23510,11133,33,UNDEFINED,"Sokolovská, Praha - Karlín",Praha-Karlín
24000,4217,46,DISP_2_KK,"Hodkovická, Praha - Kamýk",Praha-Kamýk
18000,2328,49,DISP_2_KK,"Janovská, Praha - Horní Měcholupy",Praha-Horní Měcholupy
17000,3800,28,DISP_1_KK,"Novgorodská, Praha - Vršovice",Praha-Vršovice
16900,2500,33,DISP_1_KK,"Vondroušova, Praha - Řepy",Praha-Řepy
17900,4500,43,DISP_2_KK,"Doležalova, Praha - Černý Most",Praha-Černý Most
28745,5073,47,UNDEFINED,"Jerevanská, Praha - Vršovice",Praha-Vršovice
22700,4000,44,DISP_2_KK,"Strančická, Praha - Strašnice",Praha-Strašnice
18000,4000,34,DISP_1_KK,"Hábova, Praha - Stodůlky",Praha-Stodůlky
20000,3200,48,DISP_1_KK,"Gerstelova, Praha - Vysočany",Praha-Vysočany
21000,6000,54,DISP_2_KK,"U Traktorky, Praha - Dolní Chabry",Praha-Dolní Chabry
13990,0,33,DISP_1_1,"Pod strojírnami, Praha - Vysočany",Praha-Vysočany
50384,8891,49,UNDEFINED,"Rostovská, Praha - Vršovice",Praha-Vršovice
134000,23647,150,UNDEFINED,"Rybná, Praha - Staré Město",Praha-Staré Město
24000,3750,52,DISP_2_KK,"Sudoměřská, Praha - Žižkov",Praha-Žižkov
55226,9746,70,UNDEFINED,"Laurinova, Praha - Stodůlky",Praha-Stodůlky
30000,6700,133,DISP_3_1,"Zoubkova, Praha - Smíchov",Praha-Smíchov
51870,20469,43,UNDEFINED,"Americká, Praha - Vinohrady",Praha-Vinohrady
22000,5500,60,DISP_2_KK,"Blachutova, Praha - Čakovice",Praha-Čakovice
65266,11517,48,UNDEFINED,"Václavské náměstí, Praha - Nové Město",Praha-Nové Město
27000,3992,60,DISP_2_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
24977,4408,37,UNDEFINED,"Prvního pluku, Praha - Karlín",Praha-Karlín
18500,4500,36,DISP_2_KK,"Sekaninova, Praha - Nusle",Praha-Nusle
18000,4000,25,DISP_1_KK,"Lublaňská, Praha - Nové Město",Praha-Nové Město
13000,3600,32,DISP_1_KK,"Krátký lán, Praha - Vokovice",Praha-Vokovice
18000,4452,47,DISP_1_KK,"Tupolevova, Praha - Letňany",Praha-Letňany
60000,7200,124,DISP_2_1,"Plaská, Praha - Malá Strana",Praha-Malá Strana
21000,2000,68,DISP_3_1,"Drahobejlova, Praha - Libeň",Praha-Libeň
17000,4000,44,DISP_2_KK,"Ke Krči, Praha - Braník",Praha-Braník
16000,4700,33,DISP_1_KK,"Kurta Konráda, Praha - Libeň",Praha-Libeň
19990,0,40,DISP_1_KK,"Vorařská, Praha - Modřany",Praha-Modřany
15400,0,28,DISP_1_KK,"Škrábkových, Praha - Letňany",Praha-Letňany
18500,3100,31,DISP_1_KK,"Poděbradská, Praha - Vysočany",Praha-Vysočany
17000,3000,45,DISP_2_KK,"Nad Ohradou, Praha - Žižkov",Praha-Žižkov
24900,4500,50,DISP_2_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
29500,5940,83,DISP_3_1,"Zárubova, Praha - Kamýk",Praha-Kamýk
24000,4789,50,DISP_2_KK,"Na Prosecké vyhlídce, Praha - Prosek",Praha-Prosek
27000,4000,52,DISP_2_KK,"28. pluku, Praha - Vršovice",Praha-Vršovice
29500,970,97,DISP_3_KK,"Rybalkova, Praha - Vršovice",Praha-Vršovice
23000,5900,51,DISP_2_KK,"Na Mlejnku, Praha - Braník",Praha-Braník
24000,3500,33,DISP_1_KK,"Horská, Praha - Nové Město",Praha-Nové Město
23600,6800,69,DISP_2_KK,"Jurkovičova, Praha - Háje",Praha-Háje
23500,6515,75,DISP_3_1,"Dědinova, Praha - Chodov",Praha-Chodov
27500,4935,63,DISP_2_KK,"Poděbradská, Praha - Vysočany",Praha-Vysočany
19000,3751,28,DISP_1_KK,"Sokolovská, Praha - Karlín",Praha-Karlín
19700,5200,50,DISP_2_KK,"Škrábkových, Praha - Letňany",Praha-Letňany
18000,3447,42,DISP_2_KK,"Jarní, Hostivice - Hostivice, Středočeský kraj",Hostivice
27000,3500,61,DISP_2_KK,"Holečkova, Praha - Smíchov",Praha-Smíchov
37809,6672,20,UNDEFINED,"Plzeňská, Praha - Smíchov",Praha-Smíchov
23000,6950,60,DISP_2_1,"Karoliny Světlé, Praha - Staré Město",Praha-Staré Město
24000,3600,60,DISP_2_KK,"Českomalínská, Praha - Bubeneč",Praha-Bubeneč
19000,2500,30,DISP_1_KK,"Ondříčkova, Praha - Žižkov",Praha-Žižkov
18000,4130,35,DISP_2_KK,"Doudova, Praha - Podolí",Praha-Podolí
26000,9000,42,DISP_2_KK,"Čistovická, Praha - Řepy",Praha-Řepy
22000,1850,60,DISP_1_1,"Slévačská, Praha - Kyje",Praha-Kyje
15500,4500,41,DISP_2_KK,"Přístavní, Praha - Holešovice",Praha-Holešovice
13990,0,29,DISP_1_KK,"Rochovská, Praha - Hloubětín",Praha-Hloubětín
18000,0,48,DISP_1_KK,"Jabloňová, Praha - Záběhlice",Praha-Záběhlice
22000,5000,48,DISP_2_KK,"Lužická, Praha - Vinohrady",Praha-Vinohrady
64839,29588,100,UNDEFINED,"Jugoslávských partyzánů, Praha - Dejvice",Praha-Dejvice
10000,3000,58,DISP_3_KK,"Stochovská, Praha - Ruzyně",Praha-Ruzyně
19490,0,43,DISP_2_KK,"Modrá, Praha - Stodůlky",Praha-Stodůlky
25000,5500,52,DISP_2_1,"Zengrova, Praha - Dejvice",Praha-Dejvice
11800,0,88,DISP_3_1,"Chalabalova, Praha - Stodůlky",Praha-Stodůlky
24000,3600,48,DISP_2_KK,"Sudoměřská, Praha - Žižkov",Praha-Žižkov
25000,4500,61,DISP_2_KK,"Komořanská, Praha - Modřany",Praha-Modřany
28000,850,70,DISP_2_1,"Sokolovská, Praha - Libeň",Praha-Libeň
14400,5400,34,GARSONIERA,"Sicherova, Praha - Kyje",Praha-Kyje
34490,0,110,DISP_4_1,"Na Hřebenkách, Praha - Smíchov",Praha-Smíchov
24900,4000,67,DISP_2_KK,"U Vysočanského pivovaru, Praha - Vysočany",Praha-Vysočany
23000,6000,67,DISP_2_KK,"Názovská, Praha - Strašnice",Praha-Strašnice
37336,19480,45,UNDEFINED,"Pod dvorem, Praha - Veleslavín",Praha-Veleslavín
98208,17331,72,UNDEFINED,"Navrátilova, Praha - Nové Město",Praha-Nové Město
21000,3900,62,DISP_2_KK,"Skloněná, Praha - Vysočany",Praha-Vysočany
19500,4000,32,DISP_1_KK,"Herlíkovická, Praha - Kbely",Praha-Kbely
45000,7000,150,DISP_4_1,"Ohnivcova, Praha - Braník",Praha-Braník
58784,10374,41,UNDEFINED,"Václavské náměstí, Praha - Nové Město",Praha-Nové Město
37990,0,78,DISP_3_KK,"Tusarova, Praha - Holešovice",Praha-Holešovice
53600,9459,60,UNDEFINED,"U Zvonařky g, Praha - Vinohrady",Praha-Vinohrady
18000,4500,46,DISP_2_KK,Praha - Stodůlky,Praha-Stodůlky
24600,6093,92,DISP_3_1,"Půlkruhová, Praha - Vokovice",Praha-Vokovice
17000,5000,59,DISP_2_1,"17. listopadu, Hostivice - Litovice, Středočeský kraj",Hostivice
24900,4600,45,DISP_2_KK,"Hartigova, Praha - Žižkov",Praha-Žižkov
19990,0,65,DISP_3_1,"Vrbenského, Praha - Holešovice",Praha-Holešovice
29000,4500,48,DISP_2_KK,"Na Palouku, Praha - Strašnice",Praha-Strašnice
25800,3100,56,DISP_2_KK,"Kolmanova, Praha - Modřany",Praha-Modřany
18990,0,43,DISP_2_KK,"Modrá, Praha - Stodůlky",Praha-Stodůlky
48490,0,111,DISP_4_KK,"Musílkova, Praha - Košíře",Praha-Košíře
47548,18615,56,UNDEFINED,"Slovinská, Praha - Vršovice",Praha-Vršovice
29000,6000,88,DISP_3_1,"Plamínkové, Praha - Nusle",Praha-Nusle
21900,169,31,DISP_1_KK,"Mukařovského, Praha - Stodůlky",Praha-Stodůlky
23900,5500,52,DISP_2_KK,"Žerotínova, Praha - Žižkov",Praha-Žižkov
21500,7000,57,DISP_2_KK,"Vltavská, Praha - Smíchov",Praha-Smíchov
17000,6000,31,DISP_1_KK,"Pod radnicí, Praha - Košíře",Praha-Košíře
13990,0,20,DISP_1_KK,"Perucká, Praha - Vinohrady",Praha-Vinohrady
34000,6000,136,DISP_3_KK,"Na Výsledku II, Praha - Nusle",Praha-Nusle
25000,6000,85,DISP_2_1,"Betlémské náměstí, Praha - Staré Město",Praha-Staré Město
67626,11934,40,UNDEFINED,"Pštrossova, Praha - Nové Město",Praha-Nové Město
31900,3500,78,DISP_2_1,"Dušní, Praha - Staré Město",Praha-Staré Město
30906,5454,56,UNDEFINED,"Zbraslavská, Praha - Malá Chuchle",Praha-Malá Chuchle
26146,4614,22,UNDEFINED,"Radlická, Praha - Smíchov",Praha-Smíchov
38903,6865,25,UNDEFINED,"Sokolská, Praha - Nové Město",Praha-Nové Město
47548,19203,27,UNDEFINED,"Americká, Praha - Vinohrady",Praha-Vinohrady
67802,11965,47,UNDEFINED,"Římská, Praha - Vinohrady",Praha-Vinohrady
19700,5300,37,DISP_1_KK,"Breitfeldova, Praha - Karlín",Praha-Karlín
38000,3900,87,DISP_2_1,"Klimentská, Praha - Nové Město",Praha-Nové Město
23000,700,96,DISP_2_KK,"Strakonická, Praha - Lahovice",Praha-Lahovice
23000,5000,48,DISP_2_1,"Šafářova, Praha - Hostivař",Praha-Hostivař
24500,5500,45,DISP_2_1,"Blahníkova, Praha - Žižkov",Praha-Žižkov
10200,2800,22,GARSONIERA,"Pod Karlovarskou silnicí, Praha - Ruzyně",Praha-Ruzyně
43421,7662,35,UNDEFINED,"Plzeňská, Praha - Smíchov",Praha-Smíchov
21000,7000,48,DISP_2_1,"Boučkova, Praha - Břevnov",Praha-Břevnov
116709,54581,111,UNDEFINED,"Maiselova, Praha - Josefov",Praha-Josefov
19000,3100,37,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
29000,5000,55,DISP_2_KK,Praha - Hlubočepy,Praha-Hlubočepy
18900,4400,42,DISP_2_KK,"Františka Kadlece, Praha - Libeň",Praha-Libeň
24000,5000,50,DISP_2_KK,"Rybalkova, Praha - Vršovice",Praha-Vršovice
12500,3000,20,DISP_1_KK,"Pod Sychrovem Ⅰ, Praha - Michle",Praha-Michle
25990,0,73,DISP_3_KK,"Dubečská, Praha - Strašnice",Praha-Strašnice
20000,5000,55,DISP_2_1,"V Padolině, Praha - Dolní Počernice",Praha-Dolní Počernice
22000,4200,46,DISP_1_1,"Valdštejnské náměstí, Praha - Malá Strana",Praha-Malá Strana
25000,4000,66,DISP_2_KK,"Herálecká Ⅳ, Praha - Krč",Praha-Krč
29000,5800,80,DISP_2_1,"Hartigova, Praha - Žižkov",Praha-Žižkov
23900,3500,46,DISP_2_KK,"Rajmonova, Praha - Kobylisy",Praha-Kobylisy
20490,0,59,DISP_2_1,"Antala Staška, Praha - Krč",Praha-Krč
20000,4300,45,DISP_2_KK,"Čimická, Praha - Kobylisy",Praha-Kobylisy
29756,5251,60,UNDEFINED,"Šárecká, Praha - Dejvice",Praha-Dejvice
23000,4000,54,DISP_1_KK,"Novovysočanská, Praha - Vysočany",Praha-Vysočany
39454,6962,55,UNDEFINED,"Kubova, Praha - Karlín",Praha-Karlín
36309,6408,70,UNDEFINED,"Weberova, Praha - Motol",Praha-Motol
12500,0,71,DISP_3_1,"Sámova, Praha - Vršovice",Praha-Vršovice
16990,0,30,DISP_1_KK,"Ovesná, Hostivice - Litovice, Středočeský kraj",Hostivice
25935,4577,50,UNDEFINED,"Kamenická, Praha - Holešovice",Praha-Holešovice
29000,6000,103,DISP_3_1,"Pod Karlovem, Praha - Vinohrady",Praha-Vinohrady
25240,11846,90,UNDEFINED,"Blanická, Praha - Vinohrady",Praha-Vinohrady
47548,8391,65,UNDEFINED,"U Půjčovny, Praha - Nové Město",Praha-Nové Město
15000,3000,31,DISP_1_KK,"Sekaninova, Praha - Nusle",Praha-Nusle
23500,1300,45,DISP_1_1,"Milady Horákové, Praha - Holešovice",Praha-Holešovice
17490,0,46,DISP_1_KK,"Hradeckých, Praha - Nusle",Praha-Nusle
24000,7650,64,DISP_2_KK,"Wiedermannova, Praha - Stodůlky",Praha-Stodůlky
38616,6814,20,UNDEFINED,"Nuselská, Praha - Michle",Praha-Michle
17999,6500,33,DISP_1_KK,"Benešova, Praha - Hlubočepy",Praha-Hlubočepy
39500,7000,90,DISP_3_KK,"Vítkova, Praha - Karlín",Praha-Karlín
23000,6000,76,DISP_3_1,"Jasmínová, Praha - Záběhlice",Praha-Záběhlice
21500,5000,25,DISP_1_KK,"Tyršova, Praha - Nové Město",Praha-Nové Město
77806,36361,46,UNDEFINED,"Masná, Praha - Staré Město",Praha-Staré Město
42664,7529,36,UNDEFINED,"Bořivojova, Praha - Žižkov",Praha-Žižkov
21000,4657,33,DISP_1_KK,"Kurta Konráda, Praha - Libeň",Praha-Libeň
21500,6026,58,DISP_2_KK,"Jaromíra Vejvody, Praha - Zbraslav",Praha-Zbraslav
27000,4000,53,DISP_2_KK,"Vrátnická, Praha - Modřany",Praha-Modřany
26928,12255,48,UNDEFINED,"Vinohradská, Praha - Strašnice",Praha-Strašnice
31500,0,47,DISP_2_KK,"Vítězné náměstí, Praha - Bubeneč",Praha-Bubeneč
12500,4500,40,DISP_2_1,"Rýdlova, Říčany - Říčany u Prahy, Středočeský kraj",Říčany
25000,3000,52,DISP_2_1,"Herálecká Ⅲ, Praha - Krč",Praha-Krč
23500,5000,51,DISP_2_KK,"U Hostavického potoka, Praha - Hostavice",Praha-Hostavice
26360,4652,21,UNDEFINED,"Zbraslavská, Praha - Malá Chuchle",Praha-Malá Chuchle
29900,6400,82,DISP_3_1,"Petržílkova, Praha - Stodůlky",Praha-Stodůlky
10000,0,70,DISP_3_KK,"Janského, Praha - Stodůlky",Praha-Stodůlky
15500,4000,41,DISP_2_KK,"Hurbanova, Praha - Krč",Praha-Krč
20600,6000,47,DISP_2_KK,"Vybíralova, Praha - Černý Most",Praha-Černý Most
48759,8604,44,UNDEFINED,"Drahňovická, Praha - Chodov",Praha-Chodov
17890,5000,45,DISP_2_KK,"Doubravická, Praha - Chodov",Praha-Chodov
19000,6000,46,DISP_2_KK,"Bajkonurská, Praha - Háje",Praha-Háje
25000,6240,52,DISP_2_KK,"Jurkovičova, Praha - Háje",Praha-Háje
20043,3537,25,UNDEFINED,"Klapkova, Praha - Kobylisy",Praha-Kobylisy
21300,5500,43,DISP_1_KK,"Pelušková, Praha - Kyje",Praha-Kyje
13500,3000,30,DISP_1_KK,"Na Kopečku, Praha - Libeň",Praha-Libeň
21000,2500,29,DISP_1_KK,"Holečkova, Praha - Košíře",Praha-Košíře
19000,2200,47,DISP_1_1,"Sarajevská, Praha - Vinohrady",Praha-Vinohrady
52822,9321,58,UNDEFINED,"U Pergamenky a, Praha - Holešovice",Praha-Holešovice
112041,19772,80,UNDEFINED,"Pštrossova, Praha - Nové Město",Praha-Nové Město
21900,4200,49,DISP_2_1,"Na Louži, Praha - Vršovice",Praha-Vršovice
37706,6654,53,UNDEFINED,"namesti generala Kutlvasra, Praha - Nusle",Praha-Nusle
10700,0,10,DISP_5_1,"Moskevská, Praha - Vršovice",Praha-Vršovice
30700,0,47,DISP_2_KK,"U Pergamenky, Praha - Holešovice",Praha-Holešovice
32713,14353,35,UNDEFINED,"Bulharská, Praha - Vršovice",Praha-Vršovice
16500,0,27,DISP_1_KK,"Olgy Havlové, Praha - Žižkov",Praha-Žižkov
22000,4500,45,DISP_2_KK,"Hráského, Praha - Chodov",Praha-Chodov
26000,2000,30,DISP_1_KK,"Záhřebská, Praha - Vinohrady",Praha-Vinohrady
25900,5700,69,DISP_2_KK,"U Uranie, Praha - Holešovice",Praha-Holešovice
20000,3500,24,DISP_1_1,"Hálkova, Praha - Nové Město",Praha-Nové Město
17900,3600,40,DISP_1_1,"Kladenská, Praha - Vokovice",Praha-Vokovice
16990,0,30,DISP_1_KK,"Miroslava Hajna, Praha - Letňany",Praha-Letňany
25000,5000,63,DISP_2_KK,"Zvěřinova, Praha - Strašnice",Praha-Strašnice
20000,5000,31,GARSONIERA,"Zahradníčkova, Praha - Košíře",Praha-Košíře
14000,0,18,GARSONIERA,"Klánova, Praha - Braník",Praha-Braník
25000,5000,88,DISP_2_1,"Koulova, Praha - Dejvice",Praha-Dejvice
24400,1500,30,DISP_1_KK,"Kališnická, Praha - Žižkov",Praha-Žižkov
73483,12968,89,UNDEFINED,"Maiselova, Praha - Josefov",Praha-Josefov
22500,0,53,DISP_2_KK,"Kabešova, Praha - Vysočany",Praha-Vysočany
21000,4000,65,DISP_3_KK,"Nad Lesním divadlem, Praha - Braník",Praha-Braník
19490,6000,33,DISP_1_KK,"Wassermannova, Praha - Hlubočepy",Praha-Hlubočepy
18490,0,47,DISP_2_KK,"Slavatova, Praha - Kyje",Praha-Kyje
57922,27123,38,UNDEFINED,"Masná, Praha - Staré Město",Praha-Staré Město
19900,4070,36,DISP_1_KK,"Gerstelova, Praha - Vysočany",Praha-Vysočany
32900,2600,92,DISP_2_1,"Chodská, Praha - Vinohrady",Praha-Vinohrady
25000,4900,67,DISP_3_KK,"Komenského, Horoměřice - Horoměřice, Středočeský kraj",Horoměřice
15000,4500,28,DISP_1_KK,"Pokorného, Praha - Hloubětín",Praha-Hloubětín
9000,2800,24,GARSONIERA,"Lýskova, Praha - Stodůlky",Praha-Stodůlky
22000,5387,35,DISP_1_KK,"Ramonova, Praha - Strašnice",Praha-Strašnice
56091,22480,80,UNDEFINED,"Olšanská H, Praha - Žižkov",Praha-Žižkov
22000,4000,27,DISP_1_KK,Praha - Újezd u Průhonic,Praha-Újezd u Průhonic
23950,3050,47,DISP_2_KK,"Kováků, Praha - Smíchov",Praha-Smíchov
25000,5200,67,DISP_2_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
19990,0,51,DISP_2_KK,"Podolská, Praha - Podolí",Praha-Podolí
32000,7200,89,DISP_3_KK,"Jeřabinová, Praha - Smíchov",Praha-Smíchov
17000,1800,36,DISP_1_1,"Lupáčova, Praha - Žižkov",Praha-Žižkov
16900,2900,24,GARSONIERA,"U Pekařky, Praha - Libeň",Praha-Libeň
60000,8000,134,DISP_3_KK,"Laubova, Praha - Vinohrady",Praha-Vinohrady
19000,4300,44,DISP_1_KK,"Olgy Havlové, Praha - Žižkov",Praha-Žižkov
22900,4500,55,DISP_2_1,"náměstí Svatopluka Čecha, Praha - Vršovice",Praha-Vršovice
19000,2000,23,DISP_1_KK,"Janáčkovo nábřeží, Praha - Smíchov",Praha-Smíchov
32000,1904,55,DISP_2_KK,"Sudoměřská, Praha - Žižkov",Praha-Žižkov
21900,3600,50,DISP_2_KK,"Hrdlořezská, Praha - Hrdlořezy",Praha-Hrdlořezy
25000,4500,34,DISP_1_KK,"Boleslavova, Praha - Nusle",Praha-Nusle
24138,4260,160,UNDEFINED,"Ruská, Praha - Vršovice",Praha-Vršovice
33900,5000,89,DISP_3_KK,"U Vysočanského pivovaru, Praha - Vysočany",Praha-Vysočany
18000,0,34,DISP_2_KK,"Nepomuckých, Praha - Letňany",Praha-Letňany
29000,6570,87,DISP_4_KK,"K Rovinám, Praha - Jinonice",Praha-Jinonice
41038,7242,35,UNDEFINED,"Ostrovského, Praha - Smíchov",Praha-Smíchov
92503,16324,86,UNDEFINED,"Rybná, Praha - Staré Město",Praha-Staré Město
31575,15231,35,UNDEFINED,"Hlaváčkova, Praha - Košíře",Praha-Košíře
24000,5600,52,DISP_2_KK,"Františka Jansy, Praha - Dolní Měcholupy",Praha-Dolní Měcholupy
22000,5000,44,DISP_2_KK,"Jana Želivského, Praha - Žižkov",Praha-Žižkov
33450,4500,93,DISP_3_KK,"Přemyslovská, Praha - Vinohrady",Praha-Vinohrady
37830,6676,23,UNDEFINED,"Plzeňská, Praha - Smíchov",Praha-Smíchov
28959,5110,34,UNDEFINED,"Zbraslavská, Praha - Malá Chuchle",Praha-Malá Chuchle
25000,1600,60,DISP_2_1,"Jeremenkova, Praha - Podolí",Praha-Podolí
28000,3151,63,DISP_2_KK,"Křižíkova, Praha - Karlín",Praha-Karlín
13890,3480,16,DISP_1_KK,"Molákova, Praha - Karlín",Praha-Karlín
32300,6700,88,DISP_5_KK,"Oblouková, Praha - Vršovice",Praha-Vršovice
33500,8860,94,DISP_3_KK,"Laurinova, Praha - Stodůlky",Praha-Stodůlky
60948,10756,55,UNDEFINED,"Chodská, Praha - Vinohrady",Praha-Vinohrady
17000,3000,20,DISP_1_KK,"Jenečská, Praha - Liboc",Praha-Liboc
16990,0,49,DISP_2_KK,"Kukelská, Praha - Hloubětín",Praha-Hloubětín
53173,9383,40,UNDEFINED,"Washingtonova, Praha - Nové Město",Praha-Nové Město
18900,1001,30,DISP_1_KK,"Drahobejlova, Praha - Libeň",Praha-Libeň
31088,5486,35,UNDEFINED,"Koněvova, Praha - Žižkov",Praha-Žižkov
43883,7744,39,UNDEFINED,"Svatoslavova, Praha - Nusle",Praha-Nusle
14500,4700,34,DISP_1_KK,"Sluneční náměstí, Praha - Stodůlky",Praha-Stodůlky
23000,7200,65,DISP_2_1,"Chlumova, Praha - Žižkov",Praha-Žižkov
15490,0,45,DISP_2_KK,"U zeleného ptáka, Praha - Kunratice",Praha-Kunratice
19500,2990,28,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
27700,7880,62,DISP_3_KK,"Terronská, Praha - Bubeneč",Praha-Bubeneč
26500,5000,65,DISP_2_1,"Vysokoškolská, Praha - Suchdol",Praha-Suchdol
28500,5400,75,DISP_2_KK,"Pod Pramenem, Praha - Nusle",Praha-Nusle
26500,6580,53,DISP_2_KK,"Za Vackovem, Praha - Žižkov",Praha-Žižkov
8000,2500,16,OSTATNI,Praha - Chodov,Praha-Chodov
28000,5000,72,DISP_3_KK,"Kálikova, Praha - Stodůlky",Praha-Stodůlky
19000,6000,25,DISP_1_KK,"Plynární, Praha - Holešovice",Praha-Holešovice
