price,charges,surface,disposition,address,district
27200,3750,51,DISP_2_KK,"Libická, Praha - Vinohrady",Praha-Vinohrady
16490,0,32,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
28529,5034,25,UNDEFINED,"Na Proseku, Praha - Prosek",Praha-Prosek
64337,11353,140,UNDEFINED,"U Hrušky, Praha - Motol",Praha-Motol
15500,3500,33,DISP_1_KK,"Františka Diviše, Praha - Uhříněves",Praha-Uhříněves
46251,8162,28,UNDEFINED,"Cimburkova, Praha - Žižkov",Praha-Žižkov
24000,5000,70,DISP_2_1,"Sámova, Praha - Vršovice",Praha-Vršovice
39000,7000,76,DISP_2_KK,"V Přístavu, Praha - Holešovice",Praha-Holešovice
19451,3433,16,UNDEFINED,"Biskupcova, Praha - Žižkov",Praha-Žižkov
23000,3900,56,DISP_2_1,"Černokostelecká, Praha - Strašnice",Praha-Strašnice
18500,3500,34,DISP_1_KK,"U Michelského mlýna, Praha - Michle",Praha-Michle
14900,4500,31,DISP_1_KK,"Kovanecká, Praha - Libeň",Praha-Libeň
21500,4000,48,DISP_2_KK,"Průběžná, Praha - Strašnice",Praha-Strašnice
21900,3500,58,DISP_2_KK,"Pivovarnická, Praha - Libeň",Praha-Libeň
28700,5000,82,DISP_3_KK,"U Stojanu, Praha - Chodov",Praha-Chodov
18000,4300,34,DISP_1_KK,"Hornoměcholupská, Praha - Horní Měcholupy",Praha-Horní Měcholupy
35000,0,56,DISP_2_KK,"Husinecká, Praha - Žižkov",Praha-Žižkov
19000,5500,42,DISP_2_KK,"Valentova, Praha - Chodov",Praha-Chodov
21000,5500,44,DISP_2_KK,"Rižská, Praha - Hostivař",Praha-Hostivař
14000,3250,25,GARSONIERA,"U Smaltovny, Praha - Holešovice",Praha-Holešovice
27990,0,81,DISP_3_KK,"Sicherova, Praha - Kyje",Praha-Kyje
46900,5500,91,DISP_4_KK,"Kališnická, Praha - Žižkov",Praha-Žižkov
17900,4290,36,DISP_1_KK,"Radouňova, Praha - Řeporyje",Praha-Řeporyje
118065,28076,35,UNDEFINED,"Konviktská, Praha - Staré Město",Praha-Staré Město
24500,4900,28,DISP_1_KK,"Sokolovská, Praha - Karlín",Praha-Karlín
26000,4200,65,DISP_3_KK,"Janovská, Praha - Horní Měcholupy",Praha-Horní Měcholupy
21000,5500,52,DISP_2_KK,"Chlebovická, Praha - Letňany",Praha-Letňany
31400,4600,72,DISP_3_KK,"Na Výtoni, Praha - Nové Město",Praha-Nové Město
7200,2000,10,GARSONIERA,"Davídkova, Praha - Libeň",Praha-Libeň
15000,2000,28,GARSONIERA,"Jaurisova, Praha - Nusle",Praha-Nusle
28800,5000,72,DISP_3_1,"Kurkova, Praha - Kobylisy",Praha-Kobylisy
28700,5600,65,DISP_2_KK,"Milady Horákové, Praha - Holešovice",Praha-Holešovice
38400,6776,20,UNDEFINED,"Nuselská, Praha - Michle",Praha-Michle
24000,5600,51,DISP_2_KK,"Bělohorská, Praha - Břevnov",Praha-Břevnov
23900,2500,40,DISP_2_KK,"Andrštova, Praha - Libeň",Praha-Libeň
31000,3170,45,DISP_2_KK,"Legerova, Praha - Nové Město",Praha-Nové Město
18900,4650,36,DISP_1_KK,"Kurta Konráda, Praha - Libeň",Praha-Libeň
26000,8500,69,DISP_3_KK,"Mračnická, Praha - Hostivař",Praha-Hostivař
23000,980,52,DISP_2_KK,"Jana Zajíce, Praha - Bubeneč",Praha-Bubeneč
20990,0,49,DISP_2_KK,"Volutová, Praha - Stodůlky",Praha-Stodůlky
22900,169,27,DISP_1_KK,"Mukařovského, Praha - Stodůlky",Praha-Stodůlky
21000,5500,72,DISP_2_1,"Na moklině, Praha - Řepy",Praha-Řepy
29353,5180,25,UNDEFINED,"Na Bitevní Pláni, Praha - Nusle",Praha-Nusle
40416,7132,0,UNDEFINED,"Batelovská, Praha - Michle",Praha-Michle
17490,0,31,DISP_1_KK,"Gollové, Praha - Hlubočepy",Praha-Hlubočepy
23253,3247,52,DISP_2_1,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
21000,4500,45,DISP_2_KK,"Thámova, Praha - Karlín",Praha-Karlín
23000,3500,67,DISP_2_1,"Veleslavínská, Praha - Veleslavín",Praha-Veleslavín
13900,2000,19,DISP_1_KK,"Buštěhradská, Praha - Střešovice",Praha-Střešovice
18000,0,32,DISP_1_1,"Nad Hájem, Praha - Hodkovičky",Praha-Hodkovičky
22000,4000,48,DISP_2_KK,"Ciolkovského, Praha - Ruzyně",Praha-Ruzyně
62900,12500,115,DISP_4_KK,"Kolejní, Praha - Dejvice",Praha-Dejvice
33000,6800,115,DISP_3_1,"Dehtínská, Praha - Radotín",Praha-Radotín
20000,2501,53,DISP_2_1,"Nad Zámečkem, Praha - Košíře",Praha-Košíře
16900,2000,42,DISP_2_KK,"U Nových domů Ⅲ, Praha - Krč",Praha-Krč
22000,4000,30,DISP_1_KK,"Konojedská, Praha - Strašnice",Praha-Strašnice
27900,4000,69,DISP_3_KK,"Jana Masaryka, Praha - Vinohrady",Praha-Vinohrady
31000,3170,45,DISP_2_KK,"Legerova, Praha - Nové Město",Praha-Nové Město
24500,4000,60,DISP_2_KK,"Nekvasilova, Praha - Karlín",Praha-Karlín
28000,4500,58,DISP_2_KK,"Na Zlatě, Praha - Stodůlky",Praha-Stodůlky
15900,3000,28,DISP_1_KK,"U Pekařky, Praha - Libeň",Praha-Libeň
25000,5200,70,DISP_2_KK,"Chodovická, Praha - Horní Počernice",Praha-Horní Počernice
12990,3258,33,DISP_1_1,"Jánošíkova, Praha - Krč",Praha-Krč
16300,3500,29,DISP_1_KK,"Pod Labuťkou, Praha - Libeň",Praha-Libeň
21000,4900,55,DISP_3_KK,"Za Poštou, Praha - Strašnice",Praha-Strašnice
92503,43228,86,UNDEFINED,"Rybná, Praha - Staré Město",Praha-Staré Město
33000,9000,109,DISP_4_KK,"Šátalská, Praha - Libuš",Praha-Libuš
23000,4500,50,DISP_2_1,"Vostrovská, Praha - Dejvice",Praha-Dejvice
25000,4500,47,DISP_1_KK,"Poděbradská, Praha - Vysočany",Praha-Vysočany
24500,4500,50,DISP_2_1,"Vostrovská, Praha - Dejvice",Praha-Dejvice
18500,5500,45,DISP_2_KK,"Bronzová, Praha - Stodůlky",Praha-Stodůlky
33620,5933,36,UNDEFINED,"Slavíkova, Praha - Žižkov",Praha-Žižkov
42664,7529,35,UNDEFINED,"Rostovská, Praha - Vršovice",Praha-Vršovice
27500,210,65,DISP_2_1,"Kodaňská, Praha - Vršovice",Praha-Vršovice
20000,3500,38,DISP_1_KK,"Chorošová, Praha - Pitkovice",Praha-Pitkovice
116709,54643,90,UNDEFINED,"Soukenická, Praha - Nové Město",Praha-Nové Město
21000,800,27,DISP_1_KK,"Slovenská, Praha - Vinohrady",Praha-Vinohrady
17000,3000,34,DISP_1_KK,"Oty Bubeníčka, Praha - Uhříněves",Praha-Uhříněves
18000,5000,40,DISP_2_KK,"Štúrova, Praha - Krč",Praha-Krč
28900,7100,72,DISP_3_KK,"Na Výtoni, Praha - Nové Město",Praha-Nové Město
18990,0,55,DISP_2_KK,"Hrušovická, Praha - Kbely",Praha-Kbely
20000,4500,38,DISP_1_KK,"Štanderova, Praha - Letňany",Praha-Letňany
73483,34381,50,UNDEFINED,"Soukenická, Praha - Nové Město",Praha-Nové Město
24000,4950,52,DISP_2_KK,"Hodkovická, Praha - Kamýk",Praha-Kamýk
40200,7094,1080,UNDEFINED,"Kutilova, Praha - Modřany",Praha-Modřany
34494,6087,50,UNDEFINED,"Teplická, Praha - Střížkov",Praha-Střížkov
19500,4000,35,DISP_2_KK,"Zbraslavská, Praha - Malá Chuchle",Praha-Malá Chuchle
20000,4500,37,DISP_1_KK,"Roháčova, Praha - Žižkov",Praha-Žižkov
29000,3700,70,DISP_3_KK,"V Olšinách, Praha - Vršovice",Praha-Vršovice
25000,8539,62,DISP_2_KK,"Klímova, Praha - Radlice",Praha-Radlice
26454,4668,40,UNDEFINED,"Rokycanova, Praha - Žižkov",Praha-Žižkov
30000,5800,85,DISP_3_1,"Legerova, Praha - Nové Město",Praha-Nové Město
18000,3900,35,DISP_1_KK,Praha - Stodůlky,Praha-Stodůlky
25496,10302,24,UNDEFINED,"Tyršova, Praha - Nové Město",Praha-Nové Město
14500,2500,25,DISP_1_KK,"Bolevecká, Praha - Horní Měcholupy",Praha-Horní Měcholupy
18000,6000,61,DISP_2_KK,"Soukalova, Praha - Modřany",Praha-Modřany
21500,4200,48,DISP_2_KK,"Musílkova, Praha - Košíře",Praha-Košíře
38903,6865,36,UNDEFINED,"Tetauerova, Praha - Žižkov",Praha-Žižkov
93454,16492,76,UNDEFINED,"U Kanálky, Praha - Vinohrady",Praha-Vinohrady
20900,2600,52,DISP_2_KK,"Pod Zahrady, Přezletice - Přezletice, Středočeský kraj",Přezletice
18990,0,41,DISP_1_KK,"Nad Akcízem, Praha - Ďáblice",Praha-Ďáblice
24990,0,28,DISP_1_KK,"V háji, Praha - Holešovice",Praha-Holešovice
21786,9457,23,UNDEFINED,"U Pernikářky, Praha - Smíchov",Praha-Smíchov
51870,20469,45,UNDEFINED,"Jana Masaryka, Praha - Vinohrady",Praha-Vinohrady
20500,4298,43,DISP_2_KK,"Vašátkova, Praha - Černý Most",Praha-Černý Most
23490,0,73,DISP_3_1,"Poznaňská, Praha - Bohnice",Praha-Bohnice
44540,7860,52,UNDEFINED,"Vinohradská, Praha - Vinohrady",Praha-Vinohrady
24999,4000,29,DISP_2_KK,"Bělehradská, Praha - Vinohrady",Praha-Vinohrady
23000,5000,51,DISP_2_KK,"Hlučkova, Praha - Letňany",Praha-Letňany
18500,4200,36,DISP_2_KK,"Boleslavova, Praha - Nusle",Praha-Nusle
24204,11311,90,UNDEFINED,"Blanická, Praha - Vinohrady",Praha-Vinohrady
16000,2800,75,DISP_3_1,"U Bažantnice, Praha - Velká Chuchle",Praha-Velká Chuchle
27000,7500,62,DISP_3_KK,"Pod Barvířkou, Praha - Smíchov",Praha-Smíchov
24500,4000,56,DISP_2_KK,"Karlovarská, Praha - Řepy",Praha-Řepy
29900,7300,67,DISP_3_KK,"Podvinný mlýn, Praha - Libeň",Praha-Libeň
238692,42122,116,UNDEFINED,"Do Chuchle, Praha - Slivenec",Praha-Slivenec
17500,3500,39,DISP_1_KK,"Na Slatince, Praha - Záběhlice",Praha-Záběhlice
59651,10527,46,UNDEFINED,"Breitfeldova, Praha - Karlín",Praha-Karlín
18500,3900,37,DISP_1_KK,"Gerstelova, Praha - Vysočany",Praha-Vysočany
24500,4600,75,DISP_2_1,"Nučická, Praha - Strašnice",Praha-Strašnice
35238,15613,33,UNDEFINED,"V Lesíčku, Praha - Smíchov",Praha-Smíchov
72757,12840,80,UNDEFINED,"Krkonošská, Praha - Vinohrady",Praha-Vinohrady
18400,4000,33,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
49977,8820,45,UNDEFINED,"Veletržní, Praha - Bubeneč",Praha-Bubeneč
20000,5000,42,DISP_2_KK,"Novodvorská, Praha - Braník",Praha-Braník
16700,5300,39,DISP_2_KK,"Tolstého, Praha - Vršovice",Praha-Vršovice
51870,9154,130,UNDEFINED,"Mostecká, Praha - Malá Strana",Praha-Malá Strana
13000,2000,28,DISP_1_KK,"Kostelecká, Praha - Čakovice",Praha-Čakovice
15000,0,18,GARSONIERA,"Ústecká, Praha - Dolní Chabry",Praha-Dolní Chabry
19000,4400,42,DISP_1_KK,"Honzíkova, Praha - Dolní Měcholupy",Praha-Dolní Měcholupy
20000,4000,40,DISP_2_KK,"V Kališti, Praha - Dubeč",Praha-Dubeč
17490,0,30,DISP_1_KK,"U Radosti, Praha - Třebonice",Praha-Třebonice
16500,3000,31,DISP_1_KK,"K Vltavě, Praha - Modřany",Praha-Modřany
25000,5600,52,DISP_2_KK,Praha - Hloubětín,Praha-Hloubětín
28000,1000,85,DISP_3_KK,"Bělehradská, Praha - Vinohrady",Praha-Vinohrady
23490,0,55,DISP_2_KK,"Dragounská, Praha - Štěrboholy",Praha-Štěrboholy
35000,4500,85,DISP_3_KK,"Ocelářská, Praha - Libeň",Praha-Libeň
27990,0,34,DISP_2_KK,"Vodičkova, Praha - Nové Město",Praha-Nové Město
16000,1001,23,DISP_1_KK,"Libocká, Praha - Liboc",Praha-Liboc
38595,6811,25,UNDEFINED,"Sokolská, Praha - Nové Město",Praha-Nové Město
17990,4040,28,DISP_1_KK,"Sokolovská, Praha - Vysočany",Praha-Vysočany
13175,0,19,GARSONIERA,"K Chotolu, Horoměřice, Středočeský kraj",Horoměřice
44373,7830,42,UNDEFINED,"Rumunská, Praha - Vinohrady",Praha-Vinohrady
17000,4000,28,DISP_1_KK,"Milady Horákové, Praha - Holešovice",Praha-Holešovice
22000,3000,62,DISP_2_1,"Víta Nejedlého, Praha - Žižkov",Praha-Žižkov
15990,0,36,DISP_1_1,"Fikerova, Praha - Modřany",Praha-Modřany
103742,48610,90,UNDEFINED,"Soukenická, Praha - Nové Město",Praha-Nové Město
22490,0,58,DISP_2_KK,"Tupolevova, Praha - Letňany",Praha-Letňany
23800,991,55,DISP_2_1,"Drahobejlova, Praha - Libeň",Praha-Libeň
35000,5400,76,DISP_3_1,"Jordana Jovkova, Praha - Modřany",Praha-Modřany
59323,10469,47,UNDEFINED,"Rostovská, Praha - Vršovice",Praha-Vršovice
24700,5200,59,DISP_2_KK,"Svitákova, Praha - Stodůlky",Praha-Stodůlky
18000,5000,53,DISP_2_1,Praha - Sedlec,Praha-Sedlec
24000,2100,61,DISP_2_KK,"Košická, Praha - Vršovice",Praha-Vršovice
18500,2500,32,DISP_1_KK,"Kovářská, Praha - Libeň",Praha-Libeň
23342,4119,19,UNDEFINED,"Čelakovského sady, Praha - Nové Město",Praha-Nové Město
22000,3900,41,DISP_1_KK,"Na Maninách, Praha - Holešovice",Praha-Holešovice
17000,4500,46,DISP_2_KK,"Horoměřice - Horoměřice, Středočeský kraj",Horoměřice
21271,3754,28,UNDEFINED,"Branická, Praha - Braník",Praha-Braník
23990,0,60,DISP_2_KK,"Argentinská, Praha - Holešovice",Praha-Holešovice
30733,5424,36,UNDEFINED,"Na Zbořenci, Praha - Nové Město",Praha-Nové Město
21490,0,50,DISP_1_KK,"Na Rokytce, Praha - Libeň",Praha-Libeň
83858,39252,86,UNDEFINED,"Krocínova, Praha - Staré Město",Praha-Staré Město
20990,0,54,DISP_2_KK,"V dolině, Praha - Michle",Praha-Michle
29826,13938,98,UNDEFINED,"Na Okrouhlíku, Praha - Libeň",Praha-Libeň
29490,0,74,DISP_3_KK,"Petržílkova, Praha - Stodůlky",Praha-Stodůlky
10900,3000,18,DISP_2_KK,"Kováků, Praha - Smíchov",Praha-Smíchov
24000,5900,54,DISP_2_KK,"Bukačova, Praha - Vysočany",Praha-Vysočany
18700,3500,34,DISP_1_KK,"Sochorcova, Praha - Háje",Praha-Háje
20000,4500,65,DISP_2_1,"Pod Kavalírkou, Praha - Košíře",Praha-Košíře
20000,2000,36,DISP_1_KK,"Davídkova, Praha - Libeň",Praha-Libeň
11500,4000,21,DISP_1_1,"Sokolovská, Praha - Libeň",Praha-Libeň
27900,6356,95,DISP_2_KK,"Oddechová, Praha - Lipence",Praha-Lipence
24000,8200,47,DISP_2_KK,"Antonínská, Praha - Holešovice",Praha-Holešovice
17990,0,40,DISP_2_KK,"Novodvorská, Praha - Braník",Praha-Braník
30000,6600,100,DISP_3_KK,"Českodubská, Praha - Vinoř",Praha-Vinoř
33650,0,58,DISP_2_KK,"U Pergamenky, Praha - Holešovice",Praha-Holešovice
16000,3000,26,DISP_1_1,"Varnsdorfská, Praha - Střížkov",Praha-Střížkov
18900,2499,42,DISP_1_KK,"U měšťanského pivovaru, Praha - Holešovice",Praha-Holešovice
8000,2500,12,DISP_1_KK,"Vrbenského, Praha - Holešovice",Praha-Holešovice
22500,4500,50,DISP_2_KK,"5. května, Praha - Nusle",Praha-Nusle
44990,5000,172,DISP_4_KK,"Milotická, Praha - Zličín",Praha-Zličín
22990,0,66,DISP_3_KK,"Malkovského, Praha - Letňany",Praha-Letňany
25300,4700,52,DISP_2_1,"Baranova, Praha - Žižkov",Praha-Žižkov
17000,3000,39,DISP_1_KK,"Korunní, Praha - Vinohrady",Praha-Vinohrady
17500,3500,37,DISP_1_1,"Roháčova, Praha - Žižkov",Praha-Žižkov
21500,4577,43,DISP_1_KK,"Jankovcova, Praha - Holešovice",Praha-Holešovice
19000,4000,43,DISP_2_KK,"Mohylová, Praha - Stodůlky",Praha-Stodůlky
27000,1500,55,DISP_2_1,"Čajkovského, Praha - Žižkov",Praha-Žižkov
27000,5279,66,DISP_3_KK,"Třebenická, Praha - Kobylisy",Praha-Kobylisy
25000,4900,40,DISP_1_KK,"Breitfeldova, Praha - Karlín",Praha-Karlín
22000,4685,45,DISP_2_KK,"Hráského, Praha - Chodov",Praha-Chodov
26400,4600,50,DISP_2_KK,"Na Výšinách, Praha - Bubeneč",Praha-Bubeneč
58787,10374,46,UNDEFINED,"Rybná, Praha - Staré Město",Praha-Staré Město
35000,8379,139,DISP_3_KK,"Laudonova, Praha - Štěrboholy",Praha-Štěrboholy
17500,2800,49,DISP_1_1,"Slezská, Praha - Vinohrady",Praha-Vinohrady
28000,6600,67,DISP_3_KK,"Jurkovičova, Praha - Háje",Praha-Háje
24000,4700,45,DISP_2_KK,"Hrdličkova, Praha - Chodov",Praha-Chodov
37000,7600,122,DISP_4_KK,"Nad Okrouhlíkem, Praha - Libeň",Praha-Libeň
30051,5303,40,UNDEFINED,"Orebitská, Praha - Žižkov",Praha-Žižkov
29414,5191,29,UNDEFINED,"Plzeňská, Praha - Motol",Praha-Motol
73483,34405,46,UNDEFINED,"Masná, Praha - Staré Město",Praha-Staré Město
22900,6900,42,DISP_2_KK,"Kozí, Praha - Staré Město",Praha-Staré Město
26000,5800,50,DISP_2_KK,"Hodkovická, Praha - Kamýk",Praha-Kamýk
18900,5500,54,DISP_1_KK,"Smolíkova, Praha - Košíře",Praha-Košíře
17500,2500,31,DISP_1_KK,"Františka Štěpánka, Praha - Hostivař",Praha-Hostivař
35000,6600,70,DISP_3_KK,"Korunní, Praha - Vinohrady",Praha-Vinohrady
23990,0,119,DISP_3_1,"Žitná, Šestajovice - Šestajovice u Prahy, Středočeský kraj",Šestajovice
18000,3080,41,DISP_2_KK,"Kurandové, Praha - Hlubočepy",Praha-Hlubočepy
29900,4200,56,DISP_2_1,"Všehrdova, Praha - Malá Strana",Praha-Malá Strana
40791,7198,29,UNDEFINED,"Rumunská, Praha - Vinohrady",Praha-Vinohrady
14650,4050,26,GARSONIERA,"Písnická, Praha - Kamýk",Praha-Kamýk
23000,6000,53,DISP_2_KK,"Mantovská, Praha - Horní Měcholupy",Praha-Horní Měcholupy
24000,5800,48,DISP_2_KK,"V Mezihoří, Praha - Libeň",Praha-Libeň
27000,5500,74,DISP_3_KK,"Sazovická, Praha - Zličín",Praha-Zličín
27490,0,63,DISP_2_KK,"Hanusova, Praha - Michle",Praha-Michle
17500,3250,30,DISP_1_KK,"Pod Soutratím, Praha - Vršovice",Praha-Vršovice
43226,7628,72,UNDEFINED,"Vrázova, Praha - Smíchov",Praha-Smíchov
45906,21453,100,UNDEFINED,"Nad Václavkou, Praha - Smíchov",Praha-Smíchov
23900,6496,56,DISP_2_1,"Nad Ondřejovem, Praha - Podolí",Praha-Podolí
22000,3500,50,DISP_2_KK,"Lnářská, Praha - Uhříněves",Praha-Uhříněves
17200,2980,33,DISP_1_KK,"Na Břehu, Praha - Vysočany",Praha-Vysočany
48162,8499,100,UNDEFINED,"Milíčova, Praha - Žižkov",Praha-Žižkov
22000,5200,59,DISP_2_KK,"Zdiměřická, Praha - Chodov",Praha-Chodov
41818,4990,144,DISP_4_1,"Československé armády, Praha - Bubeneč",Praha-Bubeneč
29990,0,61,DISP_2_KK,"U průhonu, Praha - Holešovice",Praha-Holešovice
25000,4000,69,DISP_2_1,"U Třetí baterie, Praha - Břevnov",Praha-Břevnov
42522,15708,40,UNDEFINED,"U Michelského mlýna, Praha - Michle",Praha-Michle
25000,5000,47,DISP_3_KK,"Žitavského, Praha - Zbraslav",Praha-Zbraslav
60979,10761,44,UNDEFINED,"V Háji, Praha - Holešovice",Praha-Holešovice
16490,0,32,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
22000,5500,40,DISP_1_KK,"V Třešňovce, Praha - Hrdlořezy",Praha-Hrdlořezy
78061,13776,70,UNDEFINED,"Vinohradská, Praha - Vinohrady",Praha-Vinohrady
73483,34413,43,UNDEFINED,"Masná, Praha - Staré Město",Praha-Staré Město
30396,5364,55,UNDEFINED,"Švehlova, Praha - Hostivař",Praha-Hostivař
16000,3500,33,DISP_1_KK,"Kadečkové, Praha - Letňany",Praha-Letňany
27000,2160,22,DISP_1_KK,"Legerova, Praha - Nové Město",Praha-Nové Město
25490,0,73,DISP_3_KK,"Měchenická, Praha - Záběhlice",Praha-Záběhlice
30068,5306,46,UNDEFINED,"Chodecká, Praha - Břevnov",Praha-Břevnov
26000,8000,105,DISP_3_1,"Václavkova, Praha - Dejvice",Praha-Dejvice
38000,9500,121,DISP_3_1,"Družstevní ochoz, Praha - Michle",Praha-Michle
30000,5000,87,DISP_2_KK,"Kudrnova, Praha - Motol",Praha-Motol
25000,4150,55,DISP_2_1,"Ke Karlovu, Praha - Nové Město",Praha-Nové Město
44000,1000,107,DISP_4_KK,"Polská, Praha - Vinohrady",Praha-Vinohrady
19900,4500,34,DISP_1_KK,"U Komína, Praha - Radlice",Praha-Radlice
108064,50500,100,UNDEFINED,"U Milosrdných, Praha - Staré Město",Praha-Staré Město
15500,3500,28,DISP_1_KK,"Jahodová, Praha - Záběhlice",Praha-Záběhlice
172848,47849,75,UNDEFINED,"Karlova, Praha - Staré Město",Praha-Staré Město
24800,6500,62,DISP_2_KK,"Na Lávce, Praha - Záběhlice",Praha-Záběhlice
64839,11442,50,UNDEFINED,"Urxova, Praha - Karlín",Praha-Karlín
29500,5500,75,DISP_2_1,"Sudoměřská, Praha - Žižkov",Praha-Žižkov
14500,4000,22,DISP_1_KK,"Na Mlejnku, Praha - Braník",Praha-Braník
22490,0,47,DISP_1_KK,"Lihovarská, Praha - Libeň",Praha-Libeň
23000,3000,60,DISP_2_KK,"Moravanská, Praha - Vinoř",Praha-Vinoř
17500,3000,42,DISP_1_1,"Fráni Šrámka, Praha - Smíchov",Praha-Smíchov
52822,9321,55,UNDEFINED,"Rostovská, Praha - Vršovice",Praha-Vršovice
28500,5500,70,DISP_2_1,"Korunovační, Praha - Bubeneč",Praha-Bubeneč
19000,1200,32,DISP_1_KK,"28. pluku, Praha - Vršovice",Praha-Vršovice
19000,2200,48,DISP_2_KK,"Za Zelenou liškou, Praha - Krč",Praha-Krč
19900,4459,37,DISP_2_KK,"Třebohostická, Praha - Strašnice",Praha-Strašnice
27500,4400,59,DISP_2_KK,"Domalípova, Praha - Hloubětín",Praha-Hloubětín
18990,0,54,DISP_2_1,"Poděbradská, Praha - Vysočany",Praha-Vysočany
21900,169,27,DISP_1_KK,"Mukařovského, Praha - Stodůlky",Praha-Stodůlky
20490,0,39,DISP_2_KK,"Českobrodská, Praha - Běchovice",Praha-Běchovice
25200,6200,47,DISP_2_KK,"Na Palouku, Praha - Strašnice",Praha-Strašnice
23000,7000,60,DISP_2_KK,"Nad Dalejským údolím, Praha - Stodůlky",Praha-Stodůlky
21000,3500,56,DISP_2_KK,"Libočanská, Praha - Prosek",Praha-Prosek
54896,9688,65,UNDEFINED,"Kafkova, Praha - Dejvice",Praha-Dejvice
23990,0,66,DISP_3_1,"Košťálkova, Praha - Kobylisy",Praha-Kobylisy
30632,12656,52,UNDEFINED,"U Křížku, Praha - Nusle",Praha-Nusle
18900,800,46,DISP_2_1,"Muchova, Praha - Dejvice",Praha-Dejvice
25500,4200,45,DISP_2_KK,"Vrázova, Praha - Smíchov",Praha-Smíchov
36309,29466,39,UNDEFINED,"Mozartova, Praha - Smíchov",Praha-Smíchov
22500,2000,46,DISP_2_KK,"Mexická, Praha - Vršovice",Praha-Vršovice
19900,3500,33,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
23000,6263,57,DISP_2_KK,"Zákostelní, Praha - Vysočany",Praha-Vysočany
18600,3419,42,DISP_1_KK,"Sazovická, Praha - Zličín",Praha-Zličín
17000,4000,30,DISP_1_KK,"Žitná, Hostivice - Litovice, Středočeský kraj",Hostivice
24000,1000,47,DISP_2_KK,"Holečkova, Praha - Košíře",Praha-Košíře
23000,4050,40,DISP_2_KK,"Veverkova, Praha - Holešovice",Praha-Holešovice
17000,6000,31,DISP_1_KK,"Pod radnicí, Praha - Košíře",Praha-Košíře
30000,7500,80,DISP_3_KK,"Vysočanská, Praha - Prosek",Praha-Prosek
23000,5000,55,DISP_2_KK,"U Slovanky, Praha - Libeň",Praha-Libeň
19900,4426,56,DISP_2_1,"Okořská, Praha - Čimice",Praha-Čimice
18900,7500,60,DISP_2_KK,"Boloňská, Praha - Horní Měcholupy",Praha-Horní Měcholupy
23600,2300,35,DISP_1_1,"Jana Masaryka, Praha - Vinohrady",Praha-Vinohrady
15700,0,28,DISP_1_KK,"Maroldova, Praha - Nusle",Praha-Nusle
21000,7000,57,DISP_2_1,"Brunclíkova, Praha - Břevnov",Praha-Břevnov
23400,1300,59,DISP_2_1,"Jeseniova, Praha - Žižkov",Praha-Žižkov
16500,5000,42,DISP_2_KK,"Hekrova, Praha - Háje",Praha-Háje
26000,6600,63,DISP_2_KK,"Žitenická, Praha - Prosek",Praha-Prosek
18851,8358,80,UNDEFINED,"Voskovcova, Praha - Hlubočepy",Praha-Hlubočepy
37400,5500,86,DISP_3_KK,"Peckova, Praha - Karlín",Praha-Karlín
19000,3200,34,DISP_1_KK,"Vinohradská, Praha - Žižkov",Praha-Žižkov
18500,3000,32,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
20000,1000,60,DISP_2_KK,"Vršovická, Praha - Vršovice",Praha-Vršovice
45508,8031,51,UNDEFINED,"Svatoslavova, Praha - Nusle",Praha-Nusle
23000,3500,56,DISP_2_KK,"28. pluku, Praha - Vršovice",Praha-Vršovice
34900,8556,87,DISP_3_KK,"Waltariho, Praha - Hloubětín",Praha-Hloubětín
32756,5780,50,UNDEFINED,"Kubelíkova, Praha - Žižkov",Praha-Žižkov
29000,2350,25,DISP_1_KK,"Legerova, Praha - Nové Město",Praha-Nové Město
17000,4000,45,DISP_2_KK,"Chabařovická, Praha - Kobylisy",Praha-Kobylisy
17000,5500,55,DISP_1_1,"Gabčíkova, Praha - Libeň",Praha-Libeň
39503,15771,52,UNDEFINED,"Husinecká, Praha - Žižkov",Praha-Žižkov
15000,3000,29,DISP_1_KK,"Brtnická, Praha - Michle",Praha-Michle
16290,0,40,DISP_2_KK,"Havířovská, Praha - Letňany",Praha-Letňany
23000,5225,53,DISP_2_1,"José Martího, Praha - Veleslavín",Praha-Veleslavín
7950,800,25,GARSONIERA,"Jana Želivského, Praha - Žižkov",Praha-Žižkov
17500,3200,51,DISP_3_1,"Biskupcova, Praha - Žižkov",Praha-Žižkov
25591,11533,37,UNDEFINED,"Učňovská, Praha - Hrdlořezy",Praha-Hrdlořezy
77806,32589,82,UNDEFINED,"Jana Masaryka, Praha - Vinohrady",Praha-Vinohrady
21000,3500,49,DISP_2_1,"Sadská, Praha - Hloubětín",Praha-Hloubětín
20000,6200,53,DISP_2_KK,"Pavla Beneše, Praha - Letňany",Praha-Letňany
24000,5000,56,DISP_2_1,"Buková, Praha - Žižkov",Praha-Žižkov
17000,5000,43,DISP_2_KK,"Jetřichovická, Praha - Prosek",Praha-Prosek
