item,title,price,packaging
tunak,Giana Tuňák kousky ve vlastní šťávě tripack 3x80g,104.9,240.0 g
tunak,Rio Mare Tuňák v extra panenském olivovém oleji,149.9,195.0 g
tunak,Giana Tuňák kousky v rostlinném oleji,59.9,170.0 g
tunak,Euro Frigo Tuňák žlutoploutvý steak,489.0,1.0 kg
jogurt,Choceňská Mlékárna Choceňský smetanový jogurt bílý,12.9,150.0 g
jogurt,"ARO Jogurt bílý 1,5%",7.9,150.0 g
jogurt,Hollandia jogurt selský bílý,31.9,500.0 g
jogurt,Olma Klasik bílý jogurt,13.9,150.0 g
jogurt,Choceňská Mlékárna Choceňský smetanový jogurt Max bílý,26.9,330.0 g
jogurt,"Metro Chef Jogurt krémový bílý 3,5%",7.9,125.0 g
jogurt,"Metro Chef Jogurt bílý 3,5%",74.9,1.0 kg
jogurt,"ARO Jogurt bílý 1,5% tuku",19.9,400.0 g
jogurt,Activia Probiotický jogurt bílý,14.9,120.0 g
jogurt,Milko Řecký jogurt 0% bílý,21.9,140.0 g
jogurt,Olma Klasik bílý jogurt,29.9,400.0 g
jogurt,Hollandia Jogurt selský bílý,79.9,1.0 kg
jogurt,Hollandia BIO selský jogurt bílý,29.9,400.0 g
jogurt,Milko Řecký jogurt bílý 0%,119.9,1.0 kg
jogurt,Hollandia Jogurt selský bílý,21.9,200.0 g
jogurt,Elinas Bílý jogurt řeckého typu,19.9,150.0 g
jogurt,Milsy Bánovecký smetanový  jogurt bílý,16.9,145.0 g
jogurt,Milko Řecký jogurt 5% bílý,22.9,140.0 g
jogurt,Mlékárna Kunín Athentikos jogurt bílý,23.9,140.0 g
jogurt,Zorba Smetanový jogurt bílý,95.9,1.0 kg
jogurt,Metro Chef Jogurt řecký bílý 0 % tuku,94.9,1.0 kg
jogurt,Metro Chef Jogurt bílý smetanový 10%,79.9,1.0 kg
jogurt,Olma BIO Via natur jogurt bílý,19.9,150.0 g
jogurt,Bohemilk Jogurt bílý 10%,69.9,1.0 kg
jogurt,Madeta Jihočeský tvaroh & jogurt bílý,19.9,135.0 g
jogurt,Bohemilk Opočenský jogurt bílý ,16.9,150.0 g
jogurt,Milko Můj Skyr 0% bílý,16.9,130.0 g
jogurt,Přímo z farmy Selský jogurt,38.9,400.0 g
jogurt,Milko Super jogurt bílý,21.9,150.0 g
jogurt,Ekomilk Jogurt bílý smetanový,14.9,150.0 g
kava,"Douwe Egberts Paloma, pražená mletá káva",139.9,250.0 g
kava,Eduscho Family pražená mletá káva,149.9,250.0 g
kava,Casino Bezkofeinová káva mletá ,119.9,250.0 g
kava,Lavazza Club káva mletá,269.9,250.0 g
kava,Casino Káva mletá Arabica,149.9,250.0 g
kava,Douwe Egberts Grand aroma pražená mletá káva,149.9,250.0 g
kava,L'OR Forza mletá káva,184.9,250.0 g
kava,Segafredo Espresso casa mletá káva,169.9,250.0 g
kava,Lavazza Qualita Rossa káva mletá,214.9,250.0 g
kava,Lavazza Caffe Espresso mletá káva,269.9,250.0 g
kava,Lavazza Crema e Gusto káva mletá,219.9,250.0 g
kava,illy Espresso káva mletá,309.0,250.0 g
kava,Jacobs Krönung pražená mletá káva,169.9,250.0 g
kava,Monoprix Biologique BIO Mletá káva bez kofeinu Latinská Amerika ,239.9,250.0 g
kava,L'OR Classique mletá káva,189.9,250.0 g
kava,Casino Káva Pure Arabica ,139.9,250.0 g
kava,"Monoprix Mletá káva Arabica, intenzivní a vyvážená chuť",189.9,250.0 g
kava,Monoprix Mletá Káva Arabica,209.0,250.0 g
kava,illy Intenso mletá káva,309.0,250.0 g
kava,illy Espresso káva mletá bez kofeinu,309.0,250.0 g
kava,Segafredo Selezione Arabica,199.9,250.0 g
kava,Lavazza Qualita Oro káva mletá,279.9,250.0 g
kava,Jihlavanka Standard Original pražená mletá káva,159.9,250.0 g
kava,Casino Saveurs d'Ailleurs Káva Costa Rica ,169.9,250.0 g
kava,Casino Káva mletá BRASIL,119.9,250.0 g
kava,Eduscho Classic Strong,154.9,250.0 g
kava,Casino Káva Ethiopia ,134.9,250.0 g
kava,"Monoprix Gourmet Mletá káva Guatemala, ovocná chuť",169.9,250.0 g
kava,"Monoprix Mletá káva Arabica, bez kofeinu",249.0,250.0 g
kava,Monoprix Mletá káva Expresso Arabica,144.9,250.0 g
ovesny_napoj,Alpro Barista Ovesný nápoj,69.9,1.0 l
ovesny_napoj,Metro Chef BIO Nápoj ovesný,35.9,1.0 l
ovesny_napoj,"Alpro Ovesný nápoj This is Not M*lk 3,5 %",84.9,1.0 l
ovesny_napoj,Metro Chef BIO Nápoj Barista ovesný ,48.9,1.0 l
ovesny_napoj,OATLY Ovesný nápoj Barista,79.9,1.0 l
ovesny_napoj,Riso Scotti Scotti ovesný nápoj Soul,49.9,1.0 l
ovesny_napoj,OATLY BIO Ovesný nápoj,79.9,1.0 l
ovesny_napoj,Valsoia Ovesný nápoj neslazený,64.9,1.0 l
ovesny_napoj,Valsoia Ovesný nápoj Barista,69.9,1.0 l
ovesny_napoj,OATLY Ovesný nápoj,79.9,1.0 l
ovesny_napoj,Alpro ovesný nápoj neslazený,69.9,1.0 l
ovesny_napoj,Valsoia Ovesný nápoj,64.9,1.0 l
ovesny_napoj,Riso Scotti Scotti rýžový nápoj Soul,49.9,1.0 l
ovesny_napoj,"Fruchtbar BIO Ovocná kapsička s hruškami, borůvkami, jahodami, dýní ovesnými vločkami",44.9,100.0 g
ovesny_napoj,HiPP BIO První obilná kaše - 100% ovesná,109.9,200.0 g
ovesny_napoj,Biskids BIO Dětské celozrnné ovesné sušenky bez přidaného cukru 6m+,89.9,120.0 g
ovesny_napoj,"Beggs BIO Smoothie s ovocem, jogurtem a ovesnými vločkami",39.9,120.0 g
ovesny_napoj,Alpro Kids Ovesný nápoj s čokoládovou příchutí,35.9,200.0 ml
ovesny_napoj,"Sunar Cool ovocná kapsička borůvka, banán, ovesné vločky 12m+",35.9,110.0 g
ovesny_napoj,Monoprix Bio ovesný nápoj bez přidaného cukru,64.9,1.0 l
ovesny_napoj,Fruchtbar BIO Ovesné sušenky s ovocem,89.9,100.0 g
ovesny_napoj,HiPP BIO Snídaňová ovesná kaše s mangem a banánem,52.9,160.0 g
ovesny_napoj,"HiPP BIO Ovesné smoothie 100% rostlinné (jablko, jahoda, banán)",36.9,100.0 g
ovesny_napoj,"HiPP BIO Ovesné smoothie 100% rostlinné (jablko, broskev, banán)",36.9,100.0 g
ovesny_napoj,HiPP BIO mléčná kaše na dobrou noc ovesná - jablečná,126.9,250.0 g
ovesny_napoj,HiPP BIO Špaldovo-ovesné prstýnky,39.9,30.0 g
sojovy_napoj,Metro Chef BIO Nápoj sójový,48.9,1.0 l
sojovy_napoj,Alpro Sójový nápoj,84.9,1.0 l
sojovy_napoj,Alpro Sójový nápoj s čokoládovou příchutí,35.9,250.0 ml
sojovy_napoj,Alpro Sójový nápoj s banánovou příchutí,35.9,250.0 ml
sojovy_napoj,Alpro Barista Sójový nápoj,69.9,1.0 l
sojovy_napoj,Riso Scotti Scotti sojový nápoj Soul,49.9,1.0 l
sojovy_napoj,Valsoia Sójový nápoj Barista,69.9,1.0 l
sojovy_napoj,Alpro Sójový nápoj s čokoládovou příchutí,84.9,1.0 l
sojovy_napoj,Alpro High Protein sójový nápoj s vanilkovou příchutí,84.9,1.0 l
sojovy_napoj,Valsoia Sójový nápoj neslazený,64.9,1.0 l
sojovy_napoj,Alpro Sójový dezert natural,31.9,150.0 g
sojovy_napoj,Alpro Sójový dezert borůvka,31.9,150.0 g
sojovy_napoj,Alpro Sójový fermentovaný výrobek s příchutí mango-banán ,52.9,200.0 g
sojovy_napoj,Alpro Sójový dezert broskev,31.9,150.0 g
sojovy_napoj,Alpro Sójový nápoj s vanilkovou příchutí,84.9,1.0 l
sojovy_napoj,Alpro Sójový nápoj s vanilkovou příchutí,35.9,250.0 ml
sojovy_napoj,Alpro Sójový dezert jahoda,31.9,150.0 g
sojovy_napoj,Sojaprodukt Sojáčik dezert sójový mix,12.9,125.0 g
sojovy_napoj,Alpro Sójový dezert s vanilkovou příchutí,33.9,125.0 g
sojovy_napoj,Alpro Sójový dezert třešně-jahody-datle bez přidaného cukru,43.9,135.0 g
sojovy_napoj,Alpro Sójový dezert s příchutí hořké čokolády,33.9,125.0 g
sojovy_napoj,Valsoia Sójový nápoj Original,64.9,1.0 l
sojovy_napoj,Alpro Sójový fermentovaný výrobek vanilka,67.9,400.0 g
sojovy_napoj,Alpro Káva ze sójového nápoje s karamelem,59.9,250.0 ml
sojovy_napoj,Alpro High Protein Sójový pudink s čokoládovou příchutí,54.9,200.0 g
sojovy_napoj,Alpro Sójový fermentovaný výrobek s příchutí červeného ovoce ,52.9,200.0 g
sojovy_napoj,Alpro High Protein Sójový pudink s vanilkovou příchutí,54.9,200.0 g
sojovy_napoj,Alpro Kids sójový nápoj jahoda,35.9,200.0 ml
sojovy_napoj,Monoprix Sójový dezert čokoládový 4x100g,49.9,400.0 g
sojovy_napoj,Monoprix Biologique Bio Fermentovaná sójová specialita 4x100g,59.9,400.0 g
repkovy_olej,Fabio Manka řepkový olej,54.9,1.0 l
repkovy_olej,ARO Olej řepkový,54.9,1.0 l
repkovy_olej,Fabio Manka Řepkový olej za studena lisovaný,134.9,750.0 ml
repkovy_olej,Fabio Manka Máslová řepkový olej,64.9,1.0 l
repkovy_olej,BONITAS BIO Dýňový olej,269.9,250.0 ml
repkovy_olej,ARO Olej slunečnicový,49.9,1.0 l
repkovy_olej,Gold plus Olej slunečnicový,69.9,1.0 l
repkovy_olej,Fabio Olej řepkový ve spreji,139.9,250.0 ml
repkovy_olej,Olejový Mlýn Petráveč Řepkový olej smažák,129.9,750.0 ml
repkovy_olej,Metro Chef Olej olivový česnek,99.9,250.0 ml
repkovy_olej,Metro Chef Olej olivový bazalka,99.9,250.0 ml
repkovy_olej,Fine Dine Třešňové papričky plněné sýrem v řepkovém oleji,74.9,140.0 g
repkovy_olej,Fabio Sprej BOV ochucený - Česnek,139.9,250.0 ml
repkovy_olej,Franz Josef Kaiser Dýňový olej,279.9,250.0 ml
repkovy_olej,Metro Chef Olej olivový citrón,124.9,250.0 ml
cervena_cocka,Fine Life Čočka červená,34.9,500.0 g
cervena_cocka,Lagris Čočka červená loupaná celá,49.9,500.0 g
cervena_cocka,Lagris Čočka červená,49.9,500.0 g
cervena_cocka,Essa Čočka červená loupaná půlená,38.9,500.0 g
cervena_cocka,BONITAS BIO Čočka červená půlená,67.9,500.0 g
cervena_cocka,"Authentic Dýňové kari s cizrnou, s basmati rýží  a červenou čočkou",129.9,500.0 g
cervena_cocka,Metro Chef Čočka červená,149.9,2.0 kg
cervena_cocka,Vitana Krémová polévka s červenou čočkou,29.9,134.0 g
cervena_cocka,ALNATURA BIO Spirelli/spirály těstoviny z červené čočky,74.9,250.0 g
cervena_cocka,"Smileat BIO Příkrm s kousky quinoa, červená čočka, zelenina s extra panenským olivovým olejem",79.9,230.0 g
cervena_cocka,"Probio Krekry fermentované žito, červená čočka, chia",69.9,100.0 g
rajcatova_omacka,Barilla Basilico rajčatová omáčka s bazalkou,84.9,400.0 g
rajcatova_omacka,Mutti Omáčka rajčatová na pizzu+bylinky,47.9,400.0 g
rajcatova_omacka,Salemipina Omáčka rajčatová BIO Palermitana,79.9,250.0 g
rajcatova_omacka,Monoprix BIO Rajčatová omáčka s bazalkou,49.9,200.0 g
rajcatova_omacka,Barilla Bolognese rajčatová omáčka s hovězím a vepřovým masem,149.9,400.0 g
rajcatova_omacka,Barilla Napoletana rajčatová omáčka s cibulí a bylinkami,84.9,400.0 g
rajcatova_omacka,Salemipina Omáčka rajčatová BIO Calabrese,84.9,250.0 g
rajcatova_omacka,Živina Rajčatová omáčka,119.9,300.0 g
rajcatova_omacka,Monoprix BIO rajčatová omáčka s olivami,49.9,200.0 g
rajcatova_omacka,Vilgain Rajčatová omáčka s tuňákem kajenský pepř,89.0,200.0 g
rajcatova_omacka,Barilla Arrabbiata rajčatová omáčka s chilli papričkami,84.9,400.0 g
rajcatova_omacka,ALNATURA BIO Kečup rajčatový,109.9,500.0 ml
rajcatova_omacka,Fruchtbar BIO Rajčatová omáčka,89.9,190.0 g
rajcatova_omacka,"Smileat BIO Příkrm s kousky těstoviny s rajčatovou zeleninovou omáčkou, telecím a extra panenským olivovým olejem",79.9,230.0 g
rajcatova_omacka,Monoprix Rajčatová omáčka s bazalkou,34.9,190.0 g
paprika,"Paprika červená kapie, 1 ks",12.089000000000002,110.0 g
paprika,"Paprika bílá, 1 ks",9.49,100.0 g
paprika,"Paprika červená, 1 ks",22.977000000000004,230.0 g
paprika,Paprika mix,59.9,500.0 g
paprika,"Paprika červená Ramiro, sáček 2 ks",46.9,2.0 ks
paprika,"Metro Chef Paprika červená, 1 ks",23.976,240.0 g
paprika,Paprika žlutá,59.9,500.0 g
paprika,Paprika červená,64.9,500.0 g
paprika,"Paprika žlutá, 1 ks",22.977000000000004,230.0 g
paprika,"Paprika bílá, vanička",79.9,500.0 g
paprika,"Paprika zelená, 1 ks",18.882,180.0 g
paprika,Vitana Paprika sladká mletá,21.9,23.0 g
paprika,Vitana MAXI Paprika sladká,54.9,100.0 g
paprika,Paprika Mix,199.9,1.5 kg
paprika,Milko Žervé s paprikou,15.9,80.0 g
paprika,Vitana Paprika uzená (sladká) mletá,21.9,20.0 g
paprika,J.C. Horn Paprika sladká mletá,13.9,20.0 g
paprika,J.C. Horn  Paprika sladká mletá,39.9,60.0 g
paprika,"Paprika Padrone, balení",69.9,200.0 g
paprika,Vitana Paprika maďarská sladká mletá,21.9,20.0 g
paprika,ARO Paprika červená řezy,29.9,340.0 g
paprika,"Paprika červená kapie, vanička",109.9,500.0 g
paprika,"Paprika zelená, balení",94.9,500.0 g
paprika,Vitana MAXI Paprika gulášová,54.9,100.0 g
paprika,Kotányi Paprika sladká mletá,22.9,25.0 g
paprika,Vitana Paprika gulášová mletá,21.9,23.0 g
paprika,Avokádo Paprika sladká mletá 5 x 25g,44.9,125.0 g
paprika,Král Sýrů Hermelín lahůdková paprika,39.9,120.0 g
paprika,Vitana Paprika pálivá mletá,21.9,23.0 g
paprika,"BIO Paprika Ramiro, 2 ks",74.9,150.0 g
