price,charges,surface,disposition,address,district,full_cost,disposition_clean,price_per_m2,zone
19900,3800,55,DISP_2_KK,"Na Jezerce, Praha - Nusle",Nusle,23700,2+KK,430.90909090909093,inner_city
30627,5405,45,UNDEFINED,"Táboritská, Praha - Žižkov",Žižkov,36032,,800.7111111111111,inner_city
18600,4000,35,DISP_1_KK,"Veletržní, Praha - Holešovice",Holešovice,22600,1+KK,645.7142857142857,inner_city
30000,2500,72,DISP_3_1,"Lublinská, Praha - Troja",Troja,32500,3+1,451.3888888888889,outer_or_suburbs
17112,2888,25,DISP_1_KK,"Ve Smečkách, Praha - Nové Město",Nové Město,20000,1+KK,800.0,center
15890,4089,37,DISP_1_KK,"Makedonská, Praha - Střížkov",Střížkov,19979,1+KK,539.972972972973,outer_or_suburbs
23990,0,70,DISP_3_1,"Jílovská, Praha - Lhotka",Lhotka,23990,3+1,342.7142857142857,outer_or_suburbs
16490,0,39,DISP_1_KK,"Počernická, Praha - Malešice",Malešice,16490,1+KK,422.8205128205128,outer_or_suburbs
19990,0,32,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Hloubětín,19990,1+KK,624.6875,outer_or_suburbs
18000,4500,42,DISP_1_1,"Bořivojova, Praha - Žižkov",Žižkov,22500,1+1,535.7142857142857,inner_city
25990,0,55,DISP_2_KK,"Rooseveltova, Praha - Bubeneč",Bubeneč,25990,2+KK,472.54545454545456,inner_city
32497,5735,53,UNDEFINED,"Drahobejlova, Praha - Libeň",Libeň,38232,,721.3584905660377,inner_city
9000,3000,130,DISP_6_1,"Veltruská, Praha - Prosek",Prosek,12000,6+1,92.3076923076923,inner_city
17500,2260,32,DISP_1_KK,"Pod Labuťkou, Praha - Libeň",Libeň,19760,1+KK,617.5,inner_city
29000,2350,28,DISP_2_KK,"Legerova, Praha - Nové Město",Nové Město,31350,2+KK,1119.642857142857,center
27000,6000,91,DISP_3_1,"Nevanova, Praha - Řepy",Řepy,33000,3+1,362.6373626373626,outer_or_suburbs
12000,3000,30,DISP_1_KK,"Chaloupky, Praha - Zadní Kopanina",Zadní Kopanina,15000,1+KK,500.0,outer_or_suburbs
19490,3900,35,DISP_1_KK,"Gerstelova, Praha - Vysočany",Vysočany,23390,1+KK,668.2857142857143,inner_city
17100,4539,26,DISP_1_KK,"Perucká, Praha - Vinohrady",Vinohrady,21639,1+KK,832.2692307692307,inner_city
21490,0,47,DISP_2_KK,"Thomasova, Praha - Třebonice",Třebonice,21490,2+KK,457.2340425531915,outer_or_suburbs
23500,6800,48,DISP_2_KK,"Na Domovině, Praha - Libuš",Libuš,30300,2+KK,631.25,outer_or_suburbs
30000,6500,72,DISP_3_KK,"Buchovcova, Praha - Žižkov",Žižkov,36500,3+KK,506.94444444444446,inner_city
23700,5300,64,DISP_3_1,"Něvská, Praha - Čakovice",Čakovice,29000,3+1,453.125,outer_or_suburbs
14697,6870,86,UNDEFINED,"Přemyslovská, Praha - Vinohrady",Vinohrady,21567,,250.77906976744185,inner_city
37098,17354,65,UNDEFINED,"Švehlova, Praha - Záběhlice",Záběhlice,54452,,837.723076923077,outer_or_suburbs
14000,4000,42,DISP_1_1,"Purkyňova, Říčany - Říčany u Prahy, Středočeský kraj",Říčany,18000,1+1,428.57142857142856,outer_or_suburbs
29900,9975,75,DISP_3_KK,"Ostravská, Praha - Letňany",Letňany,39875,3+KK,531.6666666666666,outer_or_suburbs
21000,3000,41,DISP_2_KK,"Vorařská, Praha - Modřany",Modřany,24000,2+KK,585.3658536585366,outer_or_suburbs
34900,12049,71,DISP_3_1,"Francouzská, Praha - Vinohrady",Vinohrady,46949,3+1,661.2535211267606,inner_city
31987,5645,31,UNDEFINED,"Kmochova, Praha - Smíchov",Smíchov,37632,,1213.9354838709678,inner_city
23000,4000,42,DISP_2_KK,"Podplukovníka Sochora, Praha - Holešovice",Holešovice,27000,2+KK,642.8571428571429,inner_city
19000,3500,43,DISP_2_KK,"Nad Kolonií, Praha - Podolí",Podolí,22500,2+KK,523.2558139534884,inner_city
19400,4600,45,DISP_2_KK,"Kurkova, Praha - Kobylisy",Kobylisy,24000,2+KK,533.3333333333334,inner_city
