price,charges,surface,disposition,address,district,full_cost,disposition_clean,price_per_m2,zone
13000,1500,21,GARSONIERA,"Bělohorská, Praha - Břevnov",Břevnov,14500,GARSONIERA,690.4761904761905,inner_city
19300,4500,47,DISP_2_KK,"Holandská, Praha - Vršovice",Vršovice,23800,2+KK,506.3829787234043,inner_city
33000,9000,105,DISP_3_KK,"Skloněná, Praha - Vysočany",Vysočany,42000,3+KK,400.0,inner_city
22490,0,76,DISP_3_KK,"Herlíkovická, Praha - Kbely",Kbely,22490,3+KK,295.92105263157896,outer_or_suburbs
47981,22458,112,UNDEFINED,"Ostrovní, Praha - Nové Město",Nové Město,70439,,628.9196428571429,center
23000,3300,54,DISP_2_KK,"Symfonická, Praha - Stodůlky",Stodůlky,26300,2+KK,487.037037037037,outer_or_suburbs
26500,6500,63,DISP_2_KK,"U Uranie, Praha - Holešovice",Holešovice,33000,2+KK,523.8095238095239,inner_city
54465,9611,110,UNDEFINED,"Kováříkova, Praha - Hlubočepy",Hlubočepy,64076,,582.5090909090909,inner_city
26900,6000,53,DISP_2_KK,"Viklefova, Praha - Žižkov",Žižkov,32900,2+KK,620.7547169811321,inner_city
18490,0,45,DISP_2_KK,"Za dvorem, Praha - Krč",Krč,18490,2+KK,410.8888888888889,outer_or_suburbs
23990,1650,55,DISP_2_KK,"Sokolovská, Praha - Libeň",Libeň,25640,2+KK,466.1818181818182,inner_city
19000,4000,47,DISP_2_KK,"Ohradní, Praha - Michle",Michle,23000,2+KK,489.36170212765956,inner_city
24800,5000,78,DISP_3_KK,"Hošťálkova, Praha - Břevnov",Břevnov,29800,3+KK,382.05128205128204,inner_city
25000,5000,52,DISP_2_KK,"Ondrákové, Praha - Hlubočepy",Hlubočepy,30000,2+KK,576.9230769230769,inner_city
22900,6700,60,DISP_2_KK,"Ke Strašnické, Praha - Strašnice",Strašnice,29600,2+KK,493.3333333333333,inner_city
44289,7816,46,UNDEFINED,"Svatoslavova, Praha - Nusle",Nusle,52105,,1132.7173913043478,inner_city
29000,4100,56,DISP_3_KK,"Hodonínská, Praha - Michle",Michle,33100,3+KK,591.0714285714286,inner_city
20000,4120,54,DISP_2_KK,"Michelská, Praha - Michle",Michle,24120,2+KK,446.6666666666667,inner_city
14265,6431,86,UNDEFINED,"Přemyslovská, Praha - Vinohrady",Vinohrady,20696,,240.65116279069767,inner_city
41586,22620,70,UNDEFINED,"U Rajské zahrady, Praha - Žižkov",Žižkov,64206,,917.2285714285714,inner_city
28990,0,43,DISP_2_KK,"V háji, Praha - Holešovice",Holešovice,28990,2+KK,674.1860465116279,inner_city
25000,6644,79,DISP_3_1,"Kpt. Stránského, Praha - Černý Most",Černý Most,31644,3+1,400.55696202531647,outer_or_suburbs
23990,0,48,DISP_2_KK,"Hrušovická, Praha - Kbely",Kbely,23990,2+KK,499.7916666666667,outer_or_suburbs
36309,16387,34,UNDEFINED,"Kurta Konráda, Praha - Libeň",Libeň,52696,,1549.8823529411766,inner_city
26490,0,68,DISP_3_1,"Krynická, Praha - Troja",Troja,26490,3+1,389.55882352941177,outer_or_suburbs
13000,3000,49,DISP_2_1,"Křižíkova, Praha - Karlín",Karlín,16000,2+1,326.53061224489795,inner_city
24990,0,54,DISP_2_KK,"Na Zámyšli, Praha - Košíře",Košíře,24990,2+KK,462.77777777777777,inner_city
22000,5000,53,DISP_2_1,"Chodovická, Praha - Horní Počernice",Horní Počernice,27000,2+1,509.4339622641509,outer_or_suburbs
23800,7000,50,DISP_2_KK,"Na Vysočanských vinicích, Praha - Vysočany",Vysočany,30800,2+KK,616.0,inner_city
32000,1000,83,DISP_2_1,"Dětská, Praha - Strašnice",Strašnice,33000,2+1,397.5903614457831,inner_city
20000,2500,43,DISP_2_KK,"Okrajní, Praha - Strašnice",Strašnice,22500,2+KK,523.2558139534884,inner_city
43355,7651,102,UNDEFINED,"Xaveriova, Praha - Smíchov",Smíchov,51006,,500.05882352941177,inner_city
17877,8650,15,DISP_1_KK,"Na Zátorách, Praha - Holešovice",Holešovice,26527,1+KK,1768.4666666666667,inner_city
16500,5500,30,DISP_2_KK,"Čestmírova, Praha - Nusle",Nusle,22000,2+KK,733.3333333333334,inner_city
25000,0,25,DISP_1_KK,"Jana Masaryka, Praha - Vinohrady",Vinohrady,25000,1+KK,1000.0,inner_city
22000,6000,50,DISP_2_KK,"Poděbradská, Praha - Vysočany",Vysočany,28000,2+KK,560.0,inner_city
19000,5000,55,DISP_1_KK,"Sídlištní, Praha - Lysolaje",Lysolaje,24000,1+KK,436.3636363636364,outer_or_suburbs
37000,8500,114,DISP_4_KK,"Ondrákové, Praha - Hlubočepy",Hlubočepy,45500,4+KK,399.12280701754383,inner_city
42361,7476,20,UNDEFINED,"Nuselská, Praha - Michle",Michle,49837,,2491.85,inner_city
16500,5000,31,DISP_1_KK,"Za Strašnickou vozovnou, Praha - Strašnice",Strašnice,21500,1+KK,693.5483870967741,inner_city
15500,3500,33,DISP_1_KK,"Českomoravská, Praha - Libeň",Libeň,19000,1+KK,575.7575757575758,inner_city
37830,6676,20,UNDEFINED,"Plzeňská, Praha - Smíchov",Smíchov,44506,,2225.3,inner_city
10505,7800,17,DISP_1_KK,"Na Zátorách, Praha - Holešovice",Holešovice,18305,1+KK,1076.764705882353,inner_city
42190,22107,79,UNDEFINED,"Polská, Praha - Vinohrady",Vinohrady,64297,,813.8860759493671,inner_city
14787,2610,19,UNDEFINED,"Ďáblická, Praha - Dejvice",Dejvice,17397,,915.6315789473684,inner_city
25888,4568,22,UNDEFINED,"Těšnov, Praha - Nové Město",Nové Město,30456,,1384.3636363636363,center
26988,4763,25,UNDEFINED,"Kubánské náměstí, Praha - Vršovice",Vršovice,31751,,1270.04,inner_city
40633,7170,53,UNDEFINED,Praha - Karlín,Karlín,47803,,901.9433962264151,inner_city
22000,6500,54,DISP_2_KK,"Saarinenova, Praha - Hloubětín",Hloubětín,28500,2+KK,527.7777777777778,outer_or_suburbs
19900,4300,47,DISP_1_1,"U Balabenky, Praha - Libeň",Libeň,24200,1+1,514.8936170212766,inner_city
54814,9673,66,UNDEFINED,"Marie Cibulkové, Praha - Nusle",Nusle,64487,,977.0757575757576,inner_city
17490,0,34,DISP_1_KK,"Českomoravská, Praha - Libeň",Libeň,17490,1+KK,514.4117647058823,inner_city
24400,1000,48,DISP_2_KK,"Werichova, Praha - Hlubočepy",Hlubočepy,25400,2+KK,529.1666666666666,inner_city
25000,1500,46,DISP_2_KK,"Kafkova, Praha - Dejvice",Dejvice,26500,2+KK,576.0869565217391,inner_city
19000,4800,45,DISP_2_KK,"Bulharská, Praha - Vršovice",Vršovice,23800,2+KK,528.8888888888889,inner_city
15600,3000,23,DISP_1_KK,"Kralická, Praha - Strašnice",Strašnice,18600,1+KK,808.695652173913,inner_city
15000,2800,25,DISP_1_KK,"Vokovická, Praha - Vokovice",Vokovice,17800,1+KK,712.0,inner_city
22990,0,77,DISP_3_1,"Dědinova, Praha - Chodov",Chodov,22990,3+1,298.57142857142856,outer_or_suburbs
31028,14036,30,UNDEFINED,"V Háji, Praha - Holešovice",Holešovice,45064,,1502.1333333333334,inner_city
12000,3000,24,DISP_1_KK,"Přemyšlenská, Praha - Kobylisy",Kobylisy,15000,1+KK,625.0,inner_city
36000,6000,80,DISP_3_1,"Voroněžská, Praha - Vršovice",Vršovice,42000,3+1,525.0,inner_city
21000,6500,64,DISP_2_KK,"Petržílkova, Praha - Stodůlky",Stodůlky,27500,2+KK,429.6875,outer_or_suburbs
25400,2990,52,DISP_2_KK,"Blahníkova, Praha - Žižkov",Žižkov,28390,2+KK,545.9615384615385,inner_city
28500,4664,65,DISP_2_KK,"Lanžhotská, Praha - Zličín",Zličín,33164,2+KK,510.2153846153846,outer_or_suburbs
17500,2500,22,DISP_1_KK,"U Průhonu, Praha - Holešovice",Holešovice,20000,1+KK,909.0909090909091,inner_city
30000,5500,72,DISP_2_KK,"Novákových, Praha - Libeň",Libeň,35500,2+KK,493.05555555555554,inner_city
23500,2500,48,DISP_2_KK,"Žerotínova, Praha - Žižkov",Žižkov,26000,2+KK,541.6666666666666,inner_city
17500,2500,50,DISP_2_1,"V Břízkách, Praha - Košíře",Košíře,20000,2+1,400.0,inner_city
27900,4400,49,DISP_2_KK,"Odkolkova, Praha - Vysočany",Vysočany,32300,2+KK,659.1836734693877,inner_city
22000,4500,59,DISP_1_KK,"Náměstí Na Balabence, Praha - Libeň",Libeň,26500,1+KK,449.1525423728813,inner_city
42000,4500,101,DISP_4_KK,"U Nádražní lávky, Praha - Karlín",Karlín,46500,4+KK,460.3960396039604,inner_city
19900,3600,35,DISP_1_KK,"Pechmanových, Praha - Vysočany",Vysočany,23500,1+KK,671.4285714285714,inner_city
25000,6600,57,DISP_3_1,"Havlovská, Praha - Dejvice",Dejvice,31600,3+1,554.3859649122807,inner_city
17500,2000,28,DISP_1_KK,"Omská, Praha - Vršovice",Vršovice,19500,1+KK,696.4285714285714,inner_city
23000,5500,68,DISP_3_1,"Přímětická, Praha - Michle",Michle,28500,3+1,419.11764705882354,inner_city
45000,14000,98,DISP_3_KK,"U Sluncové, Praha - Karlín",Karlín,59000,3+KK,602.0408163265306,inner_city
28500,4500,58,DISP_2_KK,"Odkolkova, Praha - Vysočany",Vysočany,33000,2+KK,568.9655172413793,inner_city
26000,6934,56,DISP_2_KK,"Waltariho, Praha - Hloubětín",Hloubětín,32934,2+KK,588.1071428571429,outer_or_suburbs
26000,3000,50,DISP_2_KK,"Sudoměřská, Praha - Žižkov",Žižkov,29000,2+KK,580.0,inner_city
21000,2500,35,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Hloubětín,23500,1+KK,671.4285714285714,outer_or_suburbs
27000,1500,55,DISP_2_KK,"Vinohradská, Praha - Vinohrady",Vinohrady,28500,2+KK,518.1818181818181,inner_city
20990,0,33,DISP_1_1,"Heřmanova, Praha - Holešovice",Holešovice,20990,1+1,636.060606060606,inner_city
27000,5000,57,DISP_2_KK,"Piskáčkových, Praha - Vysočany",Vysočany,32000,2+KK,561.4035087719299,inner_city
14000,4500,33,DISP_1_KK,"Panuškova, Praha - Krč",Krč,18500,1+KK,560.6060606060606,outer_or_suburbs
20990,0,33,DISP_2_KK,"Ovčí hájek, Praha - Stodůlky",Stodůlky,20990,2+KK,636.060606060606,outer_or_suburbs
17000,5500,34,DISP_1_1,"Roháčova, Praha - Žižkov",Žižkov,22500,1+1,661.7647058823529,inner_city
21000,4000,29,DISP_1_1,"Voroněžská, Praha - Vršovice",Vršovice,25000,1+1,862.0689655172414,inner_city
21500,2500,45,DISP_2_KK,"Svatoslavova, Praha - Nusle",Nusle,24000,2+KK,533.3333333333334,inner_city
14490,0,30,DISP_1_KK,"Šestajovická, Praha - Hloubětín",Hloubětín,14490,1+KK,483.0,outer_or_suburbs
30906,5454,40,UNDEFINED,"Zbraslavská, Praha - Malá Chuchle",Malá Chuchle,36360,,909.0,outer_or_suburbs
17772,3136,117,UNDEFINED,"Americká, Praha - Vinohrady",Vinohrady,20908,,178.7008547008547,inner_city
22000,3500,53,DISP_2_KK,"Mochovská, Praha - Hloubětín",Hloubětín,25500,2+KK,481.1320754716981,outer_or_suburbs
17000,4000,42,DISP_1_1,"Hennerova, Praha - Motol",Motol,21000,1+1,500.0,outer_or_suburbs
26000,7000,80,DISP_2_KK,"Vrbenského, Praha - Holešovice",Holešovice,33000,2+KK,412.5,inner_city
28000,6500,74,DISP_3_KK,"Remízková, Praha - Újezd u Průhonic",Újezd u Průhonic,34500,3+KK,466.2162162162162,outer_or_suburbs
17990,0,32,DISP_1_KK,"Oktábcových, Praha - Vysočany",Vysočany,17990,1+KK,562.1875,inner_city
24800,4682,50,DISP_2_KK,"Biskupcova, Praha - Žižkov",Žižkov,29482,2+KK,589.64,inner_city
21000,2000,35,GARSONIERA,"Cimburkova, Praha - Žižkov",Žižkov,23000,GARSONIERA,657.1428571428571,inner_city
18900,2500,32,DISP_1_KK,"Na Zámyšli, Praha - Košíře",Košíře,21400,1+KK,668.75,inner_city
23500,5000,57,DISP_2_1,"28. pluku, Praha - Vršovice",Vršovice,28500,2+1,500.0,inner_city
22999,4000,27,DISP_1_KK,"Bělehradská, Praha - Vinohrady",Vinohrady,26999,1+KK,999.9629629629629,inner_city
34000,5500,57,DISP_2_KK,"Varšavská, Praha - Vinohrady",Vinohrady,39500,2+KK,692.9824561403509,inner_city
35000,4500,108,DISP_3_1,"Sartoriova, Praha - Břevnov",Břevnov,39500,3+1,365.74074074074076,inner_city
15500,5460,35,DISP_2_KK,"Vodňanského, Praha - Břevnov",Břevnov,20960,2+KK,598.8571428571429,inner_city
25000,6005,53,DISP_2_KK,"Michelangelova, Praha - Strašnice",Strašnice,31005,2+KK,585.0,inner_city
23500,4250,72,DISP_2_1,"Srbínská, Praha - Strašnice",Strašnice,27750,2+1,385.4166666666667,inner_city
24000,1000,50,DISP_2_KK,"Ondříčkova, Praha - Žižkov",Žižkov,25000,2+KK,500.0,inner_city
22500,5700,64,DISP_3_1,"Bojasova, Praha - Kobylisy",Kobylisy,28200,3+1,440.625,inner_city
15000,3600,22,DISP_1_KK,"Sportovní, Praha - Vršovice",Vršovice,18600,1+KK,845.4545454545455,inner_city
22800,1900,45,DISP_2_KK,"Novákových, Praha - Libeň",Libeň,24700,2+KK,548.8888888888889,inner_city
24000,7865,61,DISP_2_1,"Na Šťáhlavce, Praha - Dejvice",Dejvice,31865,2+1,522.3770491803278,inner_city
27000,3900,60,DISP_2_1,"Lublaňská, Praha - Vinohrady",Vinohrady,30900,2+1,515.0,inner_city
26000,5800,84,DISP_3_1,"Holečkova, Praha - Smíchov",Smíchov,31800,3+1,378.57142857142856,inner_city
36000,8000,74,DISP_2_KK,"Pod Kaštany, Praha - Bubeneč",Bubeneč,44000,2+KK,594.5945945945946,inner_city
22000,4500,61,DISP_2_KK,"Užocká, Praha - Vršovice",Vršovice,26500,2+KK,434.42622950819674,inner_city
23490,0,80,DISP_3_1,"Volkova, Praha - Černý Most",Černý Most,23490,3+1,293.625,outer_or_suburbs
27000,3373,50,DISP_2_KK,"Rejskova, Praha - Vinohrady",Vinohrady,30373,2+KK,607.46,inner_city
27000,1000,60,DISP_2_1,"5. května, Praha - Nusle",Nusle,28000,2+1,466.6666666666667,inner_city
17900,5300,47,DISP_2_KK,"Okružní, Praha - Komořany",Komořany,23200,2+KK,493.6170212765957,outer_or_suburbs
15800,3600,29,DISP_1_KK,"Drahobejlova, Praha - Libeň",Libeň,19400,1+KK,668.9655172413793,inner_city
26800,5048,53,DISP_2_KK,"Kafkova, Praha - Dejvice",Dejvice,31848,2+KK,600.9056603773585,inner_city
19000,3000,34,DISP_1_KK,"Modrého, Praha - Hloubětín",Hloubětín,22000,1+KK,647.0588235294117,outer_or_suburbs
28000,4200,90,DISP_4_1,"Dětská, Praha - Strašnice",Strašnice,32200,4+1,357.77777777777777,inner_city
36000,6000,94,DISP_3_KK,"V Třešňovce, Praha - Hrdlořezy",Hrdlořezy,42000,3+KK,446.8085106382979,outer_or_suburbs
21000,4400,35,DISP_1_KK,"Gerstelova, Praha - Vysočany",Vysočany,25400,1+KK,725.7142857142857,inner_city
25000,7300,63,DISP_3_KK,"Tererova, Praha - Chodov",Chodov,32300,3+KK,512.6984126984127,outer_or_suburbs
25935,4577,53,UNDEFINED,"Arabská, Praha - Vokovice",Vokovice,30512,,575.6981132075472,inner_city
23000,7855,66,DISP_3_1,"Jažlovická, Praha - Chodov",Chodov,30855,3+1,467.5,outer_or_suburbs
17000,3000,49,DISP_1_1,"Hradeckých, Praha - Nusle",Nusle,20000,1+1,408.16326530612247,inner_city
39007,6883,34,UNDEFINED,"Svatoslavova, Praha - Nusle",Nusle,45890,,1349.7058823529412,inner_city
24000,7000,73,DISP_2_1,"Sokolovská, Praha - Libeň",Libeň,31000,2+1,424.6575342465753,inner_city
25490,0,59,DISP_2_KK,"Domalípova, Praha - Hloubětín",Hloubětín,25490,2+KK,432.03389830508473,outer_or_suburbs
23000,3600,45,DISP_2_KK,"Ve Struhách, Praha - Bubeneč",Bubeneč,26600,2+KK,591.1111111111111,inner_city
24000,5500,52,DISP_2_KK,"Křižíkova, Praha - Karlín",Karlín,29500,2+KK,567.3076923076923,inner_city
25500,3900,75,DISP_2_1,"Zenklova, Praha - Libeň",Libeň,29400,2+1,392.0,inner_city
21000,800,32,DISP_1_KK,"Podskalská, Praha - Nové Město",Nové Město,21800,1+KK,681.25,center
21000,750,47,DISP_1_1,"Jana Želivského, Praha - Žižkov",Žižkov,21750,1+1,462.7659574468085,inner_city
30000,9400,70,DISP_2_KK,"Olšanská, Praha - Žižkov",Žižkov,39400,2+KK,562.8571428571429,inner_city
15800,2500,24,DISP_1_KK,"Na Dolinách, Praha - Nusle",Nusle,18300,1+KK,762.5,inner_city
23000,2200,80,DISP_3_KK,"Korunní, Praha - Vinohrady",Vinohrady,25200,3+KK,315.0,inner_city
19500,3000,32,DISP_1_KK,"28. pluku, Praha - Vršovice",Vršovice,22500,1+KK,703.125,inner_city
28813,5085,21,UNDEFINED,"Bulharská, Praha - Vršovice",Vršovice,33898,,1614.1904761904761,inner_city
27000,4300,66,DISP_1_KK,"Březenská, Praha - Libeň",Libeň,31300,1+KK,474.24242424242425,inner_city
22000,4700,54,DISP_3_KK,"Peštukova, Praha - Veleslavín",Veleslavín,26700,3+KK,494.44444444444446,outer_or_suburbs
21000,4700,54,DISP_2_KK,"Chotěšovská, Praha - Letňany",Letňany,25700,2+KK,475.9259259259259,outer_or_suburbs
30258,5340,85,UNDEFINED,"Pod Štěpem, Praha - Hostivař",Hostivař,35598,,418.8,outer_or_suburbs
21000,3900,45,DISP_1_KK,"Kettnerova, Praha - Stodůlky",Stodůlky,24900,1+KK,553.3333333333334,outer_or_suburbs
27000,5000,56,DISP_2_KK,"Chodská, Praha - Vinohrady",Vinohrady,32000,2+KK,571.4285714285714,inner_city
16490,0,26,DISP_1_KK,"Stočesova, Praha - Ruzyně",Ruzyně,16490,1+KK,634.2307692307693,outer_or_suburbs
22000,3800,50,DISP_1_1,"Rooseveltova, Praha - Bubeneč",Bubeneč,25800,1+1,516.0,inner_city
16490,0,33,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Hloubětín,16490,1+KK,499.6969696969697,outer_or_suburbs
19990,0,36,DISP_2_KK,"Nádražní, Praha - Hlubočepy",Smíchov,19990,2+KK,555.2777777777778,inner_city
24000,4800,48,DISP_1_1,"Laubova, Praha - Vinohrady",Vinohrady,28800,1+1,600.0,inner_city
22900,2901,54,DISP_2_KK,"Pod Lipami, Praha - Žižkov",Žižkov,25801,2+KK,477.7962962962963,inner_city
31000,9000,74,DISP_3_KK,"Kettnerova, Praha - Stodůlky",Stodůlky,40000,3+KK,540.5405405405405,outer_or_suburbs
52415,9250,55,UNDEFINED,"V Třešňovce, Praha - Hrdlořezy",Hrdlořezy,61665,,1121.1818181818182,outer_or_suburbs
8000,3000,53,DISP_2_KK,"Táboritská, Praha - Žižkov",Žižkov,11000,2+KK,207.54716981132074,inner_city
33068,5835,55,UNDEFINED,"náměstí Olgy Scheinpflugové, Praha - Hlubočepy",Hlubočepy,38903,,707.3272727272728,inner_city
13200,0,25,GARSONIERA,"Poděbradská, Praha - Vysočany",Vysočany,13200,GARSONIERA,528.0,inner_city
19000,1000,54,DISP_2_KK,"Litovická, Hostivice - Litovice, Středočeský kraj",Hostivice,20000,2+KK,370.3703703703704,outer_or_suburbs
31597,5576,63,UNDEFINED,"U Druhé baterie, Praha - Břevnov",Břevnov,37173,,590.047619047619,inner_city
10400,1,85,DISP_5_1,"Vladivostocká, Praha - Vršovice",Vršovice,10401,5+1,122.36470588235294,inner_city
17000,1000,35,DISP_1_1,"Vodičkova, Praha - Nové Město",Nové Město,18000,1+1,514.2857142857143,center
12000,3000,21,DISP_1_KK,"Bořivojova, Praha - Žižkov",Žižkov,15000,1+KK,714.2857142857143,inner_city
24000,6500,56,DISP_2_KK,"Sazovická, Praha - Zličín",Zličín,30500,2+KK,544.6428571428571,outer_or_suburbs
32000,5300,80,DISP_3_KK,"Píškova, Praha - Stodůlky",Stodůlky,37300,3+KK,466.25,outer_or_suburbs
25758,4545,20,UNDEFINED,"Víta Nejedlého, Praha - Žižkov",Žižkov,30303,,1515.15,inner_city
42000,7500,97,DISP_3_1,"Korunní, Praha - Vinohrady",Vinohrady,49500,3+1,510.30927835051546,inner_city
34485,6085,55,UNDEFINED,"Rumunská, Praha - Vinohrady",Vinohrady,40570,,737.6363636363636,inner_city
30000,5500,88,DISP_3_KK,"K Novému dvoru, Praha - Lhotka",Lhotka,35500,3+KK,403.40909090909093,outer_or_suburbs
15000,3000,37,DISP_2_KK,"Vehlovická, Praha - Čimice",Čimice,18000,2+KK,486.4864864864865,outer_or_suburbs
16403,7354,80,UNDEFINED,"Voskovcova, Praha - Hlubočepy",Hlubočepy,23757,,296.9625,inner_city
15000,5100,30,DISP_1_1,"Šestajovická, Praha - Hloubětín",Hloubětín,20100,1+1,670.0,outer_or_suburbs
21551,3803,24,UNDEFINED,"Nádražní, Praha - Smíchov",Smíchov,25354,,1056.4166666666667,inner_city
56479,9967,54,UNDEFINED,"Vrbenského, Praha - Holešovice",Holešovice,66446,,1230.4814814814815,inner_city
19500,4500,59,DISP_2_1,"Libocká, Praha - Liboc",Liboc,24000,2+1,406.77966101694915,outer_or_suburbs
15000,4400,32,DISP_1_KK,"Radlická, Praha - Smíchov",Smíchov,19400,1+KK,606.25,inner_city
9254,3366,22,DISP_4_1,"Thámova, Praha - Karlín",Karlín,12620,4+1,573.6363636363636,inner_city
12500,5300,30,DISP_1_KK,"Štúrova, Praha - Krč",Krč,17800,1+KK,593.3333333333334,outer_or_suburbs
15490,0,23,DISP_1_KK,"Poděbradská, Praha - Vysočany",Vysočany,15490,1+KK,673.4782608695652,inner_city
18990,0,40,DISP_2_KK,"Novodvorská, Praha - Kamýk",Kamýk,18990,2+KK,474.75,outer_or_suburbs
27500,5700,52,DISP_3_KK,"Molákova, Praha - Karlín",Karlín,33200,3+KK,638.4615384615385,inner_city
49900,850,130,DISP_3_1,"U Akademie, Praha - Bubeneč",Bubeneč,50750,3+1,390.38461538461536,inner_city
29900,6300,87,DISP_3_KK,"Sokolovská, Praha - Vysočany",Vysočany,36200,3+KK,416.0919540229885,inner_city
21850,5400,51,DISP_2_1,"Hostýnská, Praha - Malešice",Malešice,27250,2+1,534.3137254901961,outer_or_suburbs
18000,3000,34,DISP_1_KK,"Mochovská, Praha - Hloubětín",Hloubětín,21000,1+KK,617.6470588235294,outer_or_suburbs
17500,3699,44,DISP_2_KK,"Frýdlantská, Praha - Kobylisy",Kobylisy,21199,2+KK,481.79545454545456,inner_city
13500,4300,49,DISP_1_KK,"Za Mlýnem, Hostivice - Hostivice, Středočeský kraj",Hostivice,17800,1+KK,363.265306122449,outer_or_suburbs
25000,4531,46,DISP_2_KK,"Na Spojce, Praha - Vršovice",Vršovice,29531,2+KK,641.9782608695652,inner_city
49018,8650,50,UNDEFINED,"Zemědělská, Praha - Dejvice",Dejvice,57668,,1153.36,inner_city
34000,4200,55,DISP_2_KK,"U Vodárny, Praha - Vinohrady",Vinohrady,38200,2+KK,694.5454545454545,inner_city
23000,3200,33,DISP_1_KK,"Tupolevova, Praha - Letňany",Letňany,26200,1+KK,793.939393939394,outer_or_suburbs
33800,4800,63,DISP_2_KK,"Na Farkáně Ⅰ, Praha - Radlice",Radlice,38600,2+KK,612.6984126984127,inner_city
47820,20184,30,UNDEFINED,"Legerova, Praha - Vinohrady",Vinohrady,68004,,2266.8,inner_city
37990,0,87,DISP_3_KK,"K Červenému vrchu, Praha - Vokovice",Vokovice,37990,3+KK,436.6666666666667,inner_city
12000,2900,16,OSTATNI,"Českobrodská, Praha - Hrdlořezy",Hrdlořezy,14900,,931.25,outer_or_suburbs
26000,6000,60,DISP_2_1,"Ve Smečkách, Praha - Nové Město",Nové Město,32000,2+1,533.3333333333334,center
19900,900,40,DISP_1_KK,"Skloněná, Praha - Vysočany",Vysočany,20800,1+KK,520.0,inner_city
60516,10679,71,UNDEFINED,"Újezd, Praha - Malá Strana",Malá Strana,71195,,1002.7464788732394,center
58970,10407,52,UNDEFINED,"Mostecka , Mala Strana, Praha - Malá Strana",Malá Strana,69377,,1334.173076923077,center
16500,3500,40,DISP_1_1,"Jaroslava Foglara, Praha - Stodůlky",Stodůlky,20000,1+1,500.0,outer_or_suburbs
18490,0,47,DISP_1_KK,"Vykáňská, Praha - Strašnice",Strašnice,18490,1+KK,393.40425531914894,inner_city
17000,2500,37,DISP_1_1,"Ortenovo náměstí, Praha - Holešovice",Holešovice,19500,1+1,527.027027027027,inner_city
17500,4150,39,DISP_1_KK,"Hadovitá, Praha - Michle",Michle,21650,1+KK,555.1282051282051,inner_city
17300,4600,30,DISP_1_KK,"U Libeňského pivovaru, Praha - Libeň",Libeň,21900,1+KK,730.0,inner_city
10000,2000,74,DISP_3_1,"Svojetická, Praha - Strašnice",Strašnice,12000,3+1,162.16216216216216,inner_city
18582,3279,30,UNDEFINED,"Kotorská, Praha - Nusle",Nusle,21861,,728.7,inner_city
22000,4000,56,DISP_3_KK,"Borošova, Praha - Háje",Háje,26000,3+KK,464.2857142857143,outer_or_suburbs
42257,7457,30,UNDEFINED,"Veletržní, Praha - Bubeneč",Bubeneč,49714,,1657.1333333333334,inner_city
19500,5000,41,DISP_2_KK,"Šluknovská, Praha - Střížkov",Střížkov,24500,2+KK,597.560975609756,outer_or_suburbs
25071,4424,20,UNDEFINED,"Vrchlického, Praha - Košíře",Košíře,29495,,1474.75,inner_city
18000,4850,46,DISP_1_KK,"Komořanská, Praha - Modřany",Modřany,22850,1+KK,496.7391304347826,outer_or_suburbs
26500,5900,85,DISP_4_1,"Sládkovičova, Praha - Krč",Krč,32400,4+1,381.1764705882353,outer_or_suburbs
20000,4000,32,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Hloubětín,24000,1+KK,750.0,outer_or_suburbs
18000,4500,45,DISP_2_KK,"Böhmova, Praha - Stodůlky",Stodůlky,22500,2+KK,500.0,outer_or_suburbs
32843,14102,45,UNDEFINED,"Sportovní, Praha - Vršovice",Vršovice,46945,,1043.2222222222222,inner_city
21500,3990,48,DISP_2_KK,"Pšeničná, Hostivice - Litovice, Středočeský kraj",Hostivice,25490,2+KK,531.0416666666666,outer_or_suburbs
24000,5000,46,DISP_2_KK,"Starokošířská, Praha - Košíře",Košíře,29000,2+KK,630.4347826086956,inner_city
23990,0,72,DISP_3_KK,"Hlivická, Praha - Bohnice",Bohnice,23990,3+KK,333.19444444444446,outer_or_suburbs
24000,4300,57,DISP_2_KK,"Hadovitá, Praha - Michle",Michle,28300,2+KK,496.49122807017545,inner_city
29500,4924,50,DISP_2_KK,"Na Výšinách, Praha - Bubeneč",Bubeneč,34424,2+KK,688.48,inner_city
39500,8000,100,DISP_3_1,"Francouzská, Praha - Vinohrady",Vinohrady,47500,3+1,475.0,inner_city
26500,4670,44,DISP_2_1,"Mikuláše z Husi, Praha - Nusle",Nusle,31170,2+1,708.4090909090909,inner_city
17500,3800,33,DISP_1_KK,"Jana Přibíka, Praha - Vysočany",Vysočany,21300,1+KK,645.4545454545455,inner_city
14000,3000,24,DISP_1_KK,"Josefa Houdka, Praha - Lipence",Lipence,17000,1+KK,708.3333333333334,outer_or_suburbs
21000,4429,44,DISP_2_KK,"Láskova, Praha - Chodov",Chodov,25429,2+KK,577.9318181818181,outer_or_suburbs
22000,5000,53,DISP_2_KK,"Ječná, Hostivice - Litovice, Středočeský kraj",Hostivice,27000,2+KK,509.4339622641509,outer_or_suburbs
17000,2500,39,DISP_1_1,"U Vesny, Praha - Strašnice",Strašnice,19500,1+1,500.0,inner_city
